"Notes","County","County Code","Year","Year Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"Norfolk County, MA","25021","2012","2012","Other opioids","T40.2",19,681845,Unreliable
,"Norfolk County, MA","25021","2012","2012","Methadone","T40.3",15,681845,Unreliable
,"Norfolk County, MA","25021","2012","2012","Cocaine","T40.5",13,681845,Unreliable
,"Plymouth County, MA","25023","2008","2008","Other opioids","T40.2",12,490371,Unreliable
,"Plymouth County, MA","25023","2009","2009","Other opioids","T40.2",11,492738,Unreliable
,"Plymouth County, MA","25023","2009","2009","Methadone","T40.3",10,492738,Unreliable
,"Plymouth County, MA","25023","2009","2009","Cocaine","T40.5",11,492738,Unreliable
,"Plymouth County, MA","25023","2010","2010","Other opioids","T40.2",13,494919,Unreliable
,"Plymouth County, MA","25023","2010","2010","Other synthetic narcotics","T40.4",11,494919,Unreliable
,"Plymouth County, MA","25023","2010","2010","Cocaine","T40.5",13,494919,Unreliable
,"Plymouth County, MA","25023","2011","2011","Other opioids","T40.2",14,497579,Unreliable
,"Plymouth County, MA","25023","2011","2011","Cocaine","T40.5",14,497579,Unreliable
,"Plymouth County, MA","25023","2012","2012","Heroin","T40.1",16,499759,Unreliable
,"Plymouth County, MA","25023","2012","2012","Other opioids","T40.2",18,499759,Unreliable
,"Plymouth County, MA","25023","2012","2012","Cocaine","T40.5",15,499759,Unreliable
,"Suffolk County, MA","25025","2008","2008","Heroin","T40.1",10,702201,Unreliable
,"Suffolk County, MA","25025","2008","2008","Other opioids","T40.2",15,702201,Unreliable
,"Suffolk County, MA","25025","2008","2008","Methadone","T40.3",11,702201,Unreliable
,"Suffolk County, MA","25025","2008","2008","Cocaine","T40.5",40,702201,5.696
,"Suffolk County, MA","25025","2009","2009","Heroin","T40.1",14,716214,Unreliable
,"Suffolk County, MA","25025","2009","2009","Other opioids","T40.2",13,716214,Unreliable
,"Suffolk County, MA","25025","2009","2009","Methadone","T40.3",16,716214,Unreliable
,"Suffolk County, MA","25025","2009","2009","Cocaine","T40.5",38,716214,5.306
,"Suffolk County, MA","25025","2010","2010","Heroin","T40.1",10,722023,Unreliable
,"Suffolk County, MA","25025","2010","2010","Other opioids","T40.2",18,722023,Unreliable
,"Suffolk County, MA","25025","2010","2010","Methadone","T40.3",12,722023,Unreliable
,"Suffolk County, MA","25025","2010","2010","Cocaine","T40.5",30,722023,4.155
,"Suffolk County, MA","25025","2011","2011","Other opioids","T40.2",19,730932,Unreliable
,"Suffolk County, MA","25025","2011","2011","Methadone","T40.3",12,730932,Unreliable
,"Suffolk County, MA","25025","2011","2011","Cocaine","T40.5",37,730932,5.062
,"Suffolk County, MA","25025","2012","2012","Heroin","T40.1",45,744426,6.045
,"Suffolk County, MA","25025","2012","2012","Other opioids","T40.2",27,744426,3.627
,"Suffolk County, MA","25025","2012","2012","Methadone","T40.3",10,744426,Unreliable
,"Suffolk County, MA","25025","2012","2012","Cocaine","T40.5",26,744426,3.493
,"Worcester County, MA","25027","2008","2008","Other opioids","T40.2",14,790847,Unreliable
,"Worcester County, MA","25027","2008","2008","Methadone","T40.3",17,790847,Unreliable
,"Worcester County, MA","25027","2008","2008","Other synthetic narcotics","T40.4",10,790847,Unreliable
,"Worcester County, MA","25027","2008","2008","Cocaine","T40.5",24,790847,3.035
,"Worcester County, MA","25027","2009","2009","Other opioids","T40.2",15,795251,Unreliable
,"Worcester County, MA","25027","2009","2009","Methadone","T40.3",15,795251,Unreliable
,"Worcester County, MA","25027","2009","2009","Cocaine","T40.5",19,795251,Unreliable
,"Worcester County, MA","25027","2010","2010","Other opioids","T40.2",24,798552,3.005
,"Worcester County, MA","25027","2010","2010","Methadone","T40.3",15,798552,Unreliable
,"Worcester County, MA","25027","2010","2010","Other synthetic narcotics","T40.4",10,798552,Unreliable
,"Worcester County, MA","25027","2010","2010","Cocaine","T40.5",21,798552,2.630
,"Worcester County, MA","25027","2011","2011","Heroin","T40.1",20,801227,2.496
,"Worcester County, MA","25027","2011","2011","Other opioids","T40.2",25,801227,3.120
,"Worcester County, MA","25027","2011","2011","Cocaine","T40.5",33,801227,4.119
,"Worcester County, MA","25027","2012","2012","Heroin","T40.1",32,806163,3.969
,"Worcester County, MA","25027","2012","2012","Other opioids","T40.2",16,806163,Unreliable
,"Worcester County, MA","25027","2012","2012","Methadone","T40.3",14,806163,Unreliable
,"Worcester County, MA","25027","2012","2012","Cocaine","T40.5",24,806163,2.977
,"Eaton County, MI","26045","2010","2010","Other opioids","T40.2",10,107759,Unreliable
,"Genesee County, MI","26049","2008","2008","Heroin","T40.1",12,433082,Unreliable
,"Genesee County, MI","26049","2008","2008","Other opioids","T40.2",33,433082,7.620
,"Genesee County, MI","26049","2008","2008","Methadone","T40.3",21,433082,4.849
,"Genesee County, MI","26049","2008","2008","Cocaine","T40.5",24,433082,5.542
,"Genesee County, MI","26049","2009","2009","Heroin","T40.1",20,427989,4.673
,"Genesee County, MI","26049","2009","2009","Other opioids","T40.2",25,427989,5.841
,"Genesee County, MI","26049","2009","2009","Methadone","T40.3",20,427989,4.673
,"Genesee County, MI","26049","2009","2009","Other synthetic narcotics","T40.4",16,427989,Unreliable
,"Genesee County, MI","26049","2009","2009","Cocaine","T40.5",27,427989,6.309
,"Genesee County, MI","26049","2010","2010","Heroin","T40.1",36,425790,8.455
,"Genesee County, MI","26049","2010","2010","Other opioids","T40.2",35,425790,8.220
,"Genesee County, MI","26049","2010","2010","Methadone","T40.3",23,425790,5.402
,"Genesee County, MI","26049","2010","2010","Other synthetic narcotics","T40.4",14,425790,Unreliable
,"Genesee County, MI","26049","2010","2010","Cocaine","T40.5",19,425790,Unreliable
,"Genesee County, MI","26049","2011","2011","Heroin","T40.1",37,422080,8.766
,"Genesee County, MI","26049","2011","2011","Other opioids","T40.2",38,422080,9.003
,"Genesee County, MI","26049","2011","2011","Methadone","T40.3",15,422080,Unreliable
,"Genesee County, MI","26049","2011","2011","Other synthetic narcotics","T40.4",11,422080,Unreliable
,"Genesee County, MI","26049","2011","2011","Cocaine","T40.5",25,422080,5.923
,"Genesee County, MI","26049","2012","2012","Heroin","T40.1",16,418408,Unreliable
,"Genesee County, MI","26049","2012","2012","Other opioids","T40.2",35,418408,8.365
,"Genesee County, MI","26049","2012","2012","Methadone","T40.3",18,418408,Unreliable
,"Genesee County, MI","26049","2012","2012","Cocaine","T40.5",17,418408,Unreliable
,"Ingham County, MI","26065","2011","2011","Heroin","T40.1",11,281613,Unreliable
,"Ingham County, MI","26065","2011","2011","Other opioids","T40.2",10,281613,Unreliable
,"Ingham County, MI","26065","2011","2011","Cocaine","T40.5",12,281613,Unreliable
,"Ingham County, MI","26065","2012","2012","Heroin","T40.1",11,281723,Unreliable
,"Ingham County, MI","26065","2012","2012","Other opioids","T40.2",11,281723,Unreliable
,"Kalamazoo County, MI","26077","2011","2011","Other opioids","T40.2",10,252074,Unreliable
,"Kalamazoo County, MI","26077","2011","2011","Methadone","T40.3",13,252074,Unreliable
,"Kent County, MI","26081","2008","2008","Heroin","T40.1",10,599234,Unreliable
,"Kent County, MI","26081","2008","2008","Other opioids","T40.2",17,599234,Unreliable
,"Kent County, MI","26081","2008","2008","Methadone","T40.3",10,599234,Unreliable
,"Kent County, MI","26081","2008","2008","Cocaine","T40.5",17,599234,Unreliable
,"Kent County, MI","26081","2009","2009","Other opioids","T40.2",17,601437,Unreliable
,"Kent County, MI","26081","2009","2009","Methadone","T40.3",18,601437,Unreliable
,"Kent County, MI","26081","2009","2009","Other synthetic narcotics","T40.4",10,601437,Unreliable
,"Kent County, MI","26081","2009","2009","Cocaine","T40.5",12,601437,Unreliable
,"Kent County, MI","26081","2010","2010","Other opioids","T40.2",13,602622,Unreliable
,"Kent County, MI","26081","2010","2010","Methadone","T40.3",22,602622,3.651
,"Kent County, MI","26081","2010","2010","Cocaine","T40.5",10,602622,Unreliable
,"Kent County, MI","26081","2011","2011","Heroin","T40.1",13,608453,Unreliable
,"Kent County, MI","26081","2011","2011","Methadone","T40.3",17,608453,Unreliable
,"Kent County, MI","26081","2011","2011","Other synthetic narcotics","T40.4",13,608453,Unreliable
,"Kent County, MI","26081","2011","2011","Cocaine","T40.5",12,608453,Unreliable
,"Kent County, MI","26081","2012","2012","Heroin","T40.1",14,614462,Unreliable
,"Kent County, MI","26081","2012","2012","Other opioids","T40.2",27,614462,4.394
,"Kent County, MI","26081","2012","2012","Methadone","T40.3",16,614462,Unreliable
,"Kent County, MI","26081","2012","2012","Cocaine","T40.5",10,614462,Unreliable
,"Livingston County, MI","26093","2012","2012","Heroin","T40.1",13,182838,Unreliable
,"Macomb County, MI","26099","2008","2008","Heroin","T40.1",68,837857,8.116
,"Macomb County, MI","26099","2008","2008","Other opioids","T40.2",22,837857,2.626
,"Macomb County, MI","26099","2008","2008","Methadone","T40.3",13,837857,Unreliable
,"Macomb County, MI","26099","2008","2008","Cocaine","T40.5",21,837857,2.506
,"Macomb County, MI","26099","2009","2009","Heroin","T40.1",66,839435,7.862
,"Macomb County, MI","26099","2009","2009","Other opioids","T40.2",23,839435,2.740
,"Macomb County, MI","26099","2009","2009","Other synthetic narcotics","T40.4",11,839435,Unreliable
,"Macomb County, MI","26099","2009","2009","Cocaine","T40.5",19,839435,Unreliable
,"Macomb County, MI","26099","2010","2010","Heroin","T40.1",64,840978,7.610
,"Macomb County, MI","26099","2010","2010","Other opioids","T40.2",39,840978,4.637
,"Macomb County, MI","26099","2010","2010","Cocaine","T40.5",14,840978,Unreliable
,"Macomb County, MI","26099","2011","2011","Heroin","T40.1",72,842145,8.550
,"Macomb County, MI","26099","2011","2011","Other opioids","T40.2",24,842145,2.850
,"Macomb County, MI","26099","2011","2011","Methadone","T40.3",17,842145,Unreliable
,"Macomb County, MI","26099","2011","2011","Cocaine","T40.5",19,842145,Unreliable
,"Macomb County, MI","26099","2012","2012","Heroin","T40.1",67,847383,7.907
,"Macomb County, MI","26099","2012","2012","Other opioids","T40.2",20,847383,2.360
,"Macomb County, MI","26099","2012","2012","Methadone","T40.3",14,847383,Unreliable
,"Macomb County, MI","26099","2012","2012","Cocaine","T40.5",19,847383,Unreliable
,"Monroe County, MI","26115","2012","2012","Heroin","T40.1",13,151048,Unreliable
,"Muskegon County, MI","26121","2008","2008","Other opioids","T40.2",10,173846,Unreliable
,"Muskegon County, MI","26121","2009","2009","Other opioids","T40.2",14,172755,Unreliable
,"Muskegon County, MI","26121","2009","2009","Methadone","T40.3",12,172755,Unreliable
,"Muskegon County, MI","26121","2010","2010","Other opioids","T40.2",10,172188,Unreliable
,"Muskegon County, MI","26121","2010","2010","Other synthetic narcotics","T40.4",14,172188,Unreliable
,"Muskegon County, MI","26121","2011","2011","Other opioids","T40.2",10,171302,Unreliable
,"Muskegon County, MI","26121","2011","2011","Methadone","T40.3",16,171302,Unreliable
,"Muskegon County, MI","26121","2012","2012","Methadone","T40.3",11,170182,Unreliable
,"Oakland County, MI","26125","2012","2012","Other opioids","T40.2",10,1220657,Unreliable
,"Ottawa County, MI","26139","2009","2009","Other opioids","T40.2",10,262879,Unreliable
,"Ottawa County, MI","26139","2009","2009","Methadone","T40.3",10,262879,Unreliable
,"St. Clair County, MI","26147","2010","2010","Heroin","T40.1",11,163040,Unreliable
,"Shiawassee County, MI","26155","2008","2008","Methadone","T40.3",10,71523,Unreliable
,"Washtenaw County, MI","26161","2008","2008","Other opioids","T40.2",15,341595,Unreliable
,"Washtenaw County, MI","26161","2009","2009","Heroin","T40.1",10,343520,Unreliable
,"Washtenaw County, MI","26161","2010","2010","Other opioids","T40.2",17,344791,Unreliable
,"Washtenaw County, MI","26161","2010","2010","Cocaine","T40.5",13,344791,Unreliable
,"Washtenaw County, MI","26161","2011","2011","Heroin","T40.1",11,347962,Unreliable
,"Washtenaw County, MI","26161","2011","2011","Cocaine","T40.5",11,347962,Unreliable
,"Washtenaw County, MI","26161","2012","2012","Other opioids","T40.2",18,350946,Unreliable
,"Wayne County, MI","26163","2008","2008","Heroin","T40.1",74,1865058,3.968
,"Wayne County, MI","26163","2008","2008","Other opioids","T40.2",43,1865058,2.306
,"Wayne County, MI","26163","2008","2008","Methadone","T40.3",19,1865058,Unreliable
,"Wayne County, MI","26163","2008","2008","Other synthetic narcotics","T40.4",10,1865058,Unreliable
,"Wayne County, MI","26163","2008","2008","Cocaine","T40.5",66,1865058,3.539
,"Wayne County, MI","26163","2009","2009","Heroin","T40.1",87,1837536,4.735
,"Wayne County, MI","26163","2009","2009","Other opioids","T40.2",43,1837536,2.340
,"Wayne County, MI","26163","2009","2009","Methadone","T40.3",23,1837536,1.252
,"Wayne County, MI","26163","2009","2009","Other synthetic narcotics","T40.4",11,1837536,Unreliable
,"Wayne County, MI","26163","2009","2009","Cocaine","T40.5",76,1837536,4.136
,"Wayne County, MI","26163","2010","2010","Heroin","T40.1",52,1820584,2.856
,"Wayne County, MI","26163","2010","2010","Other opioids","T40.2",43,1820584,2.362
,"Wayne County, MI","26163","2010","2010","Methadone","T40.3",17,1820584,Unreliable
,"Wayne County, MI","26163","2010","2010","Other synthetic narcotics","T40.4",10,1820584,Unreliable
,"Wayne County, MI","26163","2010","2010","Cocaine","T40.5",60,1820584,3.296
,"Wayne County, MI","26163","2011","2011","Heroin","T40.1",66,1802096,3.662
,"Wayne County, MI","26163","2011","2011","Other opioids","T40.2",38,1802096,2.109
,"Wayne County, MI","26163","2011","2011","Cocaine","T40.5",47,1802096,2.608
,"Wayne County, MI","26163","2012","2012","Heroin","T40.1",71,1792365,3.961
,"Wayne County, MI","26163","2012","2012","Other opioids","T40.2",60,1792365,3.348
,"Wayne County, MI","26163","2012","2012","Methadone","T40.3",14,1792365,Unreliable
,"Wayne County, MI","26163","2012","2012","Other synthetic narcotics","T40.4",11,1792365,Unreliable
,"Wayne County, MI","26163","2012","2012","Cocaine","T40.5",49,1792365,2.734
,"Anoka County, MN","27003","2010","2010","Other opioids","T40.2",17,330844,Unreliable
,"Anoka County, MN","27003","2011","2011","Heroin","T40.1",11,333140,Unreliable
,"Anoka County, MN","27003","2012","2012","Other opioids","T40.2",15,336414,Unreliable
,"Dakota County, MN","27037","2008","2008","Other opioids","T40.2",15,393900,Unreliable
,"Dakota County, MN","27037","2009","2009","Other opioids","T40.2",13,396906,Unreliable
,"Dakota County, MN","27037","2012","2012","Other opioids","T40.2",11,405088,Unreliable
,"Hennepin County, MN","27053","2008","2008","Other opioids","T40.2",23,1135173,2.026
,"Hennepin County, MN","27053","2008","2008","Methadone","T40.3",22,1135173,1.938
,"Hennepin County, MN","27053","2009","2009","Other opioids","T40.2",16,1146721,Unreliable
,"Hennepin County, MN","27053","2009","2009","Methadone","T40.3",17,1146721,Unreliable
,"Hennepin County, MN","27053","2009","2009","Cocaine","T40.5",10,1146721,Unreliable
,"Hennepin County, MN","27053","2010","2010","Other opioids","T40.2",21,1152425,1.822
,"Hennepin County, MN","27053","2010","2010","Methadone","T40.3",25,1152425,2.169
,"Hennepin County, MN","27053","2010","2010","Cocaine","T40.5",16,1152425,Unreliable
,"Hennepin County, MN","27053","2011","2011","Other opioids","T40.2",14,1168431,Unreliable
,"Hennepin County, MN","27053","2011","2011","Methadone","T40.3",15,1168431,Unreliable
,"Hennepin County, MN","27053","2011","2011","Cocaine","T40.5",29,1168431,2.482
,"Hennepin County, MN","27053","2012","2012","Other opioids","T40.2",18,1184576,Unreliable
,"Hennepin County, MN","27053","2012","2012","Methadone","T40.3",17,1184576,Unreliable
,"Hennepin County, MN","27053","2012","2012","Other synthetic narcotics","T40.4",16,1184576,Unreliable
,"Hennepin County, MN","27053","2012","2012","Cocaine","T40.5",15,1184576,Unreliable
,"Hennepin County, MN","27053","2012","2012","Psychostimulants with abuse potential","T43.6",16,1184576,Unreliable
,"Ramsey County, MN","27123","2008","2008","Other opioids","T40.2",17,502890,Unreliable
,"Ramsey County, MN","27123","2009","2009","Other opioids","T40.2",10,506590,Unreliable
,"Ramsey County, MN","27123","2010","2010","Other opioids","T40.2",15,508640,Unreliable
,"Ramsey County, MN","27123","2011","2011","Other opioids","T40.2",12,514696,Unreliable
,"Ramsey County, MN","27123","2012","2012","Other opioids","T40.2",13,520152,Unreliable
,"St. Louis County, MN","27137","2012","2012","Other opioids","T40.2",13,200319,Unreliable
,"Clay County, MO","29047","2008","2008","Other opioids","T40.2",10,215142,Unreliable
,"Clay County, MO","29047","2010","2010","Other opioids","T40.2",13,221939,Unreliable
,"Clay County, MO","29047","2012","2012","Other opioids","T40.2",10,227577,Unreliable
,"Franklin County, MO","29071","2008","2008","Heroin","T40.1",11,101149,Unreliable
,"Franklin County, MO","29071","2010","2010","Heroin","T40.1",12,101492,Unreliable
,"Franklin County, MO","29071","2011","2011","Other opioids","T40.2",11,101938,Unreliable
,"Greene County, MO","29077","2008","2008","Other opioids","T40.2",20,270901,7.383
,"Greene County, MO","29077","2008","2008","Methadone","T40.3",13,270901,Unreliable
,"Greene County, MO","29077","2009","2009","Other opioids","T40.2",13,274013,Unreliable
,"Greene County, MO","29077","2009","2009","Methadone","T40.3",10,274013,Unreliable
,"Greene County, MO","29077","2010","2010","Other opioids","T40.2",26,275174,9.449
,"Greene County, MO","29077","2010","2010","Methadone","T40.3",16,275174,Unreliable
,"Greene County, MO","29077","2012","2012","Other opioids","T40.2",12,280626,Unreliable
,"Jackson County, MO","29095","2008","2008","Other opioids","T40.2",32,665427,4.809
,"Jackson County, MO","29095","2008","2008","Methadone","T40.3",13,665427,Unreliable
,"Jackson County, MO","29095","2008","2008","Cocaine","T40.5",25,665427,3.757
,"Jackson County, MO","29095","2009","2009","Other opioids","T40.2",34,670763,5.069
,"Jackson County, MO","29095","2009","2009","Methadone","T40.3",15,670763,Unreliable
,"Jackson County, MO","29095","2009","2009","Cocaine","T40.5",23,670763,3.429
,"Jackson County, MO","29095","2010","2010","Other opioids","T40.2",46,674158,6.823
,"Jackson County, MO","29095","2010","2010","Methadone","T40.3",12,674158,Unreliable
,"Jackson County, MO","29095","2010","2010","Cocaine","T40.5",21,674158,3.115
,"Jackson County, MO","29095","2010","2010","Psychostimulants with abuse potential","T43.6",13,674158,Unreliable
,"Jackson County, MO","29095","2011","2011","Other opioids","T40.2",33,676360,4.879
,"Jackson County, MO","29095","2011","2011","Methadone","T40.3",10,676360,Unreliable
,"Jackson County, MO","29095","2011","2011","Other synthetic narcotics","T40.4",11,676360,Unreliable
,"Jackson County, MO","29095","2011","2011","Cocaine","T40.5",14,676360,Unreliable
,"Jackson County, MO","29095","2012","2012","Other opioids","T40.2",33,677377,4.872
,"Jackson County, MO","29095","2012","2012","Cocaine","T40.5",15,677377,Unreliable
,"Jackson County, MO","29095","2012","2012","Psychostimulants with abuse potential","T43.6",17,677377,Unreliable
,"Jefferson County, MO","29099","2008","2008","Heroin","T40.1",13,216409,Unreliable
,"Jefferson County, MO","29099","2008","2008","Other opioids","T40.2",10,216409,Unreliable
,"Jefferson County, MO","29099","2009","2009","Heroin","T40.1",19,217764,Unreliable
,"Jefferson County, MO","29099","2009","2009","Other opioids","T40.2",16,217764,Unreliable
,"Jefferson County, MO","29099","2010","2010","Heroin","T40.1",27,218733,12.344
,"Jefferson County, MO","29099","2010","2010","Other opioids","T40.2",15,218733,Unreliable
,"Jefferson County, MO","29099","2011","2011","Heroin","T40.1",19,219480,Unreliable
,"Jefferson County, MO","29099","2011","2011","Other opioids","T40.2",15,219480,Unreliable
,"Jefferson County, MO","29099","2012","2012","Heroin","T40.1",24,220209,10.899
,"Jefferson County, MO","29099","2012","2012","Other opioids","T40.2",22,220209,9.991
,"St. Charles County, MO","29183","2008","2008","Other opioids","T40.2",13,351179,Unreliable
,"St. Charles County, MO","29183","2009","2009","Heroin","T40.1",13,356902,Unreliable
,"St. Charles County, MO","29183","2009","2009","Other opioids","T40.2",10,356902,Unreliable
,"St. Charles County, MO","29183","2010","2010","Heroin","T40.1",14,360485,Unreliable
,"St. Charles County, MO","29183","2011","2011","Heroin","T40.1",27,365151,7.394
,"St. Charles County, MO","29183","2011","2011","Other opioids","T40.2",24,365151,6.573
,"St. Charles County, MO","29183","2012","2012","Heroin","T40.1",23,368666,6.239
,"St. Louis County, MO","29189","2008","2008","Heroin","T40.1",48,998331,4.808
,"St. Louis County, MO","29189","2008","2008","Other opioids","T40.2",31,998331,3.105
,"St. Louis County, MO","29189","2008","2008","Methadone","T40.3",11,998331,Unreliable
,"St. Louis County, MO","29189","2008","2008","Other synthetic narcotics","T40.4",10,998331,Unreliable
,"St. Louis County, MO","29189","2008","2008","Cocaine","T40.5",22,998331,2.204
,"St. Louis County, MO","29189","2009","2009","Heroin","T40.1",57,998618,5.708
,"St. Louis County, MO","29189","2009","2009","Other opioids","T40.2",17,998618,Unreliable
,"St. Louis County, MO","29189","2009","2009","Cocaine","T40.5",26,998618,2.604
,"St. Louis County, MO","29189","2010","2010","Heroin","T40.1",73,998954,7.308
,"St. Louis County, MO","29189","2010","2010","Other opioids","T40.2",23,998954,2.302
,"St. Louis County, MO","29189","2010","2010","Methadone","T40.3",10,998954,Unreliable
,"St. Louis County, MO","29189","2010","2010","Other synthetic narcotics","T40.4",12,998954,Unreliable
,"St. Louis County, MO","29189","2010","2010","Cocaine","T40.5",21,998954,2.102
,"St. Louis County, MO","29189","2011","2011","Heroin","T40.1",98,998692,9.813
,"St. Louis County, MO","29189","2011","2011","Other opioids","T40.2",23,998692,2.303
,"St. Louis County, MO","29189","2011","2011","Methadone","T40.3",12,998692,Unreliable
,"St. Louis County, MO","29189","2011","2011","Cocaine","T40.5",21,998692,2.103
,"St. Louis County, MO","29189","2011","2011","Psychostimulants with abuse potential","T43.6",11,998692,Unreliable
,"St. Louis County, MO","29189","2012","2012","Heroin","T40.1",79,1000438,7.897
,"St. Louis County, MO","29189","2012","2012","Other opioids","T40.2",24,1000438,2.399
,"St. Louis County, MO","29189","2012","2012","Methadone","T40.3",12,1000438,Unreliable
,"St. Louis County, MO","29189","2012","2012","Cocaine","T40.5",17,1000438,Unreliable
,"St. Louis city, MO","29510","2008","2008","Heroin","T40.1",28,317955,8.806
,"St. Louis city, MO","29510","2008","2008","Other opioids","T40.2",11,317955,Unreliable
,"St. Louis city, MO","29510","2008","2008","Cocaine","T40.5",14,317955,Unreliable
,"St. Louis city, MO","29510","2009","2009","Heroin","T40.1",46,318842,14.427
,"St. Louis city, MO","29510","2009","2009","Other opioids","T40.2",14,318842,Unreliable
,"St. Louis city, MO","29510","2010","2010","Heroin","T40.1",39,319294,12.214
,"St. Louis city, MO","29510","2010","2010","Other opioids","T40.2",18,319294,Unreliable
,"St. Louis city, MO","29510","2010","2010","Cocaine","T40.5",22,319294,6.890
,"St. Louis city, MO","29510","2011","2011","Heroin","T40.1",64,318069,20.121
,"St. Louis city, MO","29510","2011","2011","Other opioids","T40.2",23,318069,7.231
,"St. Louis city, MO","29510","2011","2011","Cocaine","T40.5",13,318069,Unreliable
,"St. Louis city, MO","29510","2012","2012","Heroin","T40.1",52,318172,16.343
,"St. Louis city, MO","29510","2012","2012","Other opioids","T40.2",16,318172,Unreliable
,"Yellowstone County, MT","30111","2010","2010","Other opioids","T40.2",10,147972,Unreliable
,"Douglas County, NE","31055","2009","2009","Other opioids","T40.2",18,511902,Unreliable
,"Douglas County, NE","31055","2009","2009","Methadone","T40.3",15,511902,Unreliable
,"Douglas County, NE","31055","2010","2010","Other opioids","T40.2",22,517110,4.254
,"Douglas County, NE","31055","2010","2010","Other synthetic narcotics","T40.4",11,517110,Unreliable
,"Douglas County, NE","31055","2011","2011","Other opioids","T40.2",19,524861,Unreliable
,"Douglas County, NE","31055","2011","2011","Methadone","T40.3",13,524861,Unreliable
,"Douglas County, NE","31055","2012","2012","Other opioids","T40.2",21,531265,3.953
,"Douglas County, NE","31055","2012","2012","Methadone","T40.3",12,531265,Unreliable
,"Douglas County, NE","31055","2012","2012","Psychostimulants with abuse potential","T43.6",10,531265,Unreliable
,"Clark County, NV","32003","2008","2008","Heroin","T40.1",25,1912349,1.307
,"Clark County, NV","32003","2008","2008","Other opioids","T40.2",170,1912349,8.890
,"Clark County, NV","32003","2008","2008","Methadone","T40.3",82,1912349,4.288
,"Clark County, NV","32003","2008","2008","Other synthetic narcotics","T40.4",19,1912349,Unreliable
,"Clark County, NV","32003","2008","2008","Cocaine","T40.5",70,1912349,3.660
,"Clark County, NV","32003","2008","2008","Psychostimulants with abuse potential","T43.6",50,1912349,2.615
,"Clark County, NV","32003","2009","2009","Heroin","T40.1",14,1939407,Unreliable
,"Clark County, NV","32003","2009","2009","Other opioids","T40.2",229,1939407,11.808
,"Clark County, NV","32003","2009","2009","Methadone","T40.3",85,1939407,4.383
,"Clark County, NV","32003","2009","2009","Other synthetic narcotics","T40.4",33,1939407,1.702
,"Clark County, NV","32003","2009","2009","Cocaine","T40.5",57,1939407,2.939
,"Clark County, NV","32003","2009","2009","Psychostimulants with abuse potential","T43.6",71,1939407,3.661
,"Clark County, NV","32003","2010","2010","Heroin","T40.1",14,1951269,Unreliable
,"Clark County, NV","32003","2010","2010","Other opioids","T40.2",247,1951269,12.658
,"Clark County, NV","32003","2010","2010","Methadone","T40.3",73,1951269,3.741
,"Clark County, NV","32003","2010","2010","Other synthetic narcotics","T40.4",31,1951269,1.589
,"Clark County, NV","32003","2010","2010","Cocaine","T40.5",46,1951269,2.357
,"Clark County, NV","32003","2010","2010","Psychostimulants with abuse potential","T43.6",83,1951269,4.254
,"Clark County, NV","32003","2011","2011","Heroin","T40.1",30,1969975,1.523
,"Clark County, NV","32003","2011","2011","Other opioids","T40.2",253,1969975,12.843
,"Clark County, NV","32003","2011","2011","Methadone","T40.3",81,1969975,4.112
,"Clark County, NV","32003","2011","2011","Other synthetic narcotics","T40.4",35,1969975,1.777
,"Clark County, NV","32003","2011","2011","Cocaine","T40.5",58,1969975,2.944
,"Clark County, NV","32003","2011","2011","Psychostimulants with abuse potential","T43.6",99,1969975,5.025
,"Clark County, NV","32003","2012","2012","Heroin","T40.1",37,2000759,1.849
,"Clark County, NV","32003","2012","2012","Other opioids","T40.2",252,2000759,12.595
,"Clark County, NV","32003","2012","2012","Methadone","T40.3",55,2000759,2.749
,"Clark County, NV","32003","2012","2012","Other synthetic narcotics","T40.4",17,2000759,Unreliable
,"Clark County, NV","32003","2012","2012","Cocaine","T40.5",42,2000759,2.099
,"Clark County, NV","32003","2012","2012","Psychostimulants with abuse potential","T43.6",88,2000759,4.398
,"Nye County, NV","32023","2010","2010","Other opioids","T40.2",13,43946,Unreliable
,"Nye County, NV","32023","2012","2012","Other opioids","T40.2",11,42963,Unreliable
,"Washoe County, NV","32031","2008","2008","Other opioids","T40.2",36,414793,8.679
,"Washoe County, NV","32031","2008","2008","Methadone","T40.3",25,414793,6.027
,"Washoe County, NV","32031","2008","2008","Cocaine","T40.5",16,414793,Unreliable
,"Washoe County, NV","32031","2008","2008","Psychostimulants with abuse potential","T43.6",12,414793,Unreliable
,"Washoe County, NV","32031","2009","2009","Other opioids","T40.2",28,417722,6.703
,"Washoe County, NV","32031","2009","2009","Methadone","T40.3",38,417722,9.097
,"Washoe County, NV","32031","2009","2009","Cocaine","T40.5",13,417722,Unreliable
,"Washoe County, NV","32031","2009","2009","Psychostimulants with abuse potential","T43.6",12,417722,Unreliable
,"Washoe County, NV","32031","2010","2010","Other opioids","T40.2",50,421407,11.865
,"Washoe County, NV","32031","2010","2010","Methadone","T40.3",21,421407,4.983
,"Washoe County, NV","32031","2010","2010","Psychostimulants with abuse potential","T43.6",28,421407,6.644
,"Washoe County, NV","32031","2011","2011","Other opioids","T40.2",50,425710,11.745
,"Washoe County, NV","32031","2011","2011","Methadone","T40.3",22,425710,5.168
,"Washoe County, NV","32031","2011","2011","Other synthetic narcotics","T40.4",10,425710,Unreliable
