"Notes","County","County Code","Year","Year Code","Multiple Cause of death","Multiple Cause of death Code",Deaths,Population,Crude Rate
,"Jefferson County, AL","01073","2008","2008","Other opioids","T40.2",19,656510,Unreliable
,"Jefferson County, AL","01073","2008","2008","Methadone","T40.3",24,656510,3.656
,"Jefferson County, AL","01073","2009","2009","Heroin","T40.1",11,658441,Unreliable
,"Jefferson County, AL","01073","2009","2009","Other opioids","T40.2",34,658441,5.164
,"Jefferson County, AL","01073","2009","2009","Methadone","T40.3",19,658441,Unreliable
,"Jefferson County, AL","01073","2009","2009","Cocaine","T40.5",13,658441,Unreliable
,"Jefferson County, AL","01073","2010","2010","Other opioids","T40.2",15,658466,Unreliable
,"Jefferson County, AL","01073","2010","2010","Methadone","T40.3",20,658466,3.037
,"Jefferson County, AL","01073","2010","2010","Other synthetic narcotics","T40.4",10,658466,Unreliable
,"Jefferson County, AL","01073","2011","2011","Heroin","T40.1",10,658931,Unreliable
,"Jefferson County, AL","01073","2011","2011","Other opioids","T40.2",28,658931,4.249
,"Jefferson County, AL","01073","2011","2011","Methadone","T40.3",10,658931,Unreliable
,"Jefferson County, AL","01073","2011","2011","Cocaine","T40.5",11,658931,Unreliable
,"Jefferson County, AL","01073","2012","2012","Heroin","T40.1",28,660009,4.242
,"Jefferson County, AL","01073","2012","2012","Other opioids","T40.2",21,660009,3.182
,"Madison County, AL","01089","2011","2011","Other opioids","T40.2",12,340111,Unreliable
,"Mobile County, AL","01097","2008","2008","Other opioids","T40.2",14,409196,Unreliable
,"Mobile County, AL","01097","2008","2008","Methadone","T40.3",13,409196,Unreliable
,"Mobile County, AL","01097","2008","2008","Cocaine","T40.5",14,409196,Unreliable
,"Mobile County, AL","01097","2009","2009","Other opioids","T40.2",11,411994,Unreliable
,"Mobile County, AL","01097","2009","2009","Methadone","T40.3",13,411994,Unreliable
,"Mobile County, AL","01097","2011","2011","Cocaine","T40.5",10,412577,Unreliable
,"Shelby County, AL","01117","2008","2008","Other opioids","T40.2",10,188534,Unreliable
,"Shelby County, AL","01117","2008","2008","Methadone","T40.3",12,188534,Unreliable
,"Shelby County, AL","01117","2010","2010","Other opioids","T40.2",10,195085,Unreliable
,"Tuscaloosa County, AL","01125","2008","2008","Methadone","T40.3",10,188093,Unreliable
,"Walker County, AL","01127","2010","2010","Other opioids","T40.2",11,67023,Unreliable
,"Walker County, AL","01127","2010","2010","Methadone","T40.3",10,67023,Unreliable
,"Walker County, AL","01127","2011","2011","Methadone","T40.3",17,66661,Unreliable
,"Walker County, AL","01127","2012","2012","Methadone","T40.3",10,66221,Unreliable
,"Anchorage Borough, AK","02020","2008","2008","Other opioids","T40.2",24,281554,8.524
,"Anchorage Borough, AK","02020","2008","2008","Methadone","T40.3",11,281554,Unreliable
,"Anchorage Borough, AK","02020","2008","2008","Cocaine","T40.5",17,281554,Unreliable
,"Anchorage Borough, AK","02020","2009","2009","Other opioids","T40.2",30,287677,10.428
,"Anchorage Borough, AK","02020","2009","2009","Cocaine","T40.5",15,287677,Unreliable
,"Anchorage Borough, AK","02020","2010","2010","Other opioids","T40.2",19,291826,Unreliable
,"Anchorage Borough, AK","02020","2010","2010","Cocaine","T40.5",11,291826,Unreliable
,"Anchorage Borough, AK","02020","2011","2011","Other opioids","T40.2",23,295570,7.782
,"Anchorage Borough, AK","02020","2012","2012","Heroin","T40.1",11,298610,Unreliable
,"Anchorage Borough, AK","02020","2012","2012","Other opioids","T40.2",15,298610,Unreliable
,"Anchorage Borough, AK","02020","2012","2012","Cocaine","T40.5",15,298610,Unreliable
,"Anchorage Borough, AK","02020","2012","2012","Psychostimulants with abuse potential","T43.6",10,298610,Unreliable
,"Matanuska-Susitna Borough, AK","02170","2008","2008","Other opioids","T40.2",10,84079,Unreliable
,"Matanuska-Susitna Borough, AK","02170","2009","2009","Other opioids","T40.2",11,86885,Unreliable
,"Matanuska-Susitna Borough, AK","02170","2012","2012","Other opioids","T40.2",11,93925,Unreliable
,"Cochise County, AZ","04003","2012","2012","Other opioids","T40.2",13,132088,Unreliable
,"Maricopa County, AZ","04013","2008","2008","Heroin","T40.1",43,3771061,1.140
,"Maricopa County, AZ","04013","2008","2008","Other opioids","T40.2",174,3771061,4.614
,"Maricopa County, AZ","04013","2008","2008","Methadone","T40.3",53,3771061,1.405
,"Maricopa County, AZ","04013","2008","2008","Other synthetic narcotics","T40.4",25,3771061,0.663
,"Maricopa County, AZ","04013","2008","2008","Cocaine","T40.5",65,3771061,1.724
,"Maricopa County, AZ","04013","2008","2008","Psychostimulants with abuse potential","T43.6",73,3771061,1.936
,"Maricopa County, AZ","04013","2009","2009","Heroin","T40.1",51,3803779,1.341
,"Maricopa County, AZ","04013","2009","2009","Other opioids","T40.2",187,3803779,4.916
,"Maricopa County, AZ","04013","2009","2009","Methadone","T40.3",55,3803779,1.446
,"Maricopa County, AZ","04013","2009","2009","Other synthetic narcotics","T40.4",32,3803779,0.841
,"Maricopa County, AZ","04013","2009","2009","Cocaine","T40.5",61,3803779,1.604
,"Maricopa County, AZ","04013","2009","2009","Psychostimulants with abuse potential","T43.6",83,3803779,2.182
,"Maricopa County, AZ","04013","2010","2010","Heroin","T40.1",60,3817117,1.572
,"Maricopa County, AZ","04013","2010","2010","Other opioids","T40.2",187,3817117,4.899
,"Maricopa County, AZ","04013","2010","2010","Methadone","T40.3",48,3817117,1.257
,"Maricopa County, AZ","04013","2010","2010","Other synthetic narcotics","T40.4",35,3817117,0.917
,"Maricopa County, AZ","04013","2010","2010","Cocaine","T40.5",44,3817117,1.153
,"Maricopa County, AZ","04013","2010","2010","Psychostimulants with abuse potential","T43.6",85,3817117,2.227
,"Maricopa County, AZ","04013","2011","2011","Heroin","T40.1",78,3880244,2.010
,"Maricopa County, AZ","04013","2011","2011","Other opioids","T40.2",166,3880244,4.278
,"Maricopa County, AZ","04013","2011","2011","Methadone","T40.3",17,3880244,Unreliable
,"Maricopa County, AZ","04013","2011","2011","Other synthetic narcotics","T40.4",22,3880244,0.567
,"Maricopa County, AZ","04013","2011","2011","Cocaine","T40.5",38,3880244,0.979
,"Maricopa County, AZ","04013","2011","2011","Psychostimulants with abuse potential","T43.6",111,3880244,2.861
,"Maricopa County, AZ","04013","2012","2012","Heroin","T40.1",64,3942169,1.623
,"Maricopa County, AZ","04013","2012","2012","Other opioids","T40.2",150,3942169,3.805
,"Maricopa County, AZ","04013","2012","2012","Methadone","T40.3",26,3942169,0.660
,"Maricopa County, AZ","04013","2012","2012","Other synthetic narcotics","T40.4",15,3942169,Unreliable
,"Maricopa County, AZ","04013","2012","2012","Cocaine","T40.5",25,3942169,0.634
,"Maricopa County, AZ","04013","2012","2012","Psychostimulants with abuse potential","T43.6",101,3942169,2.562
,"Mohave County, AZ","04015","2008","2008","Other opioids","T40.2",15,200078,Unreliable
,"Mohave County, AZ","04015","2009","2009","Other opioids","T40.2",26,199696,13.020
,"Mohave County, AZ","04015","2009","2009","Methadone","T40.3",17,199696,Unreliable
,"Mohave County, AZ","04015","2010","2010","Other opioids","T40.2",30,200186,14.986
,"Mohave County, AZ","04015","2010","2010","Methadone","T40.3",19,200186,Unreliable
,"Mohave County, AZ","04015","2011","2011","Other opioids","T40.2",36,202351,17.791
,"Mohave County, AZ","04015","2011","2011","Psychostimulants with abuse potential","T43.6",10,202351,Unreliable
,"Mohave County, AZ","04015","2012","2012","Other opioids","T40.2",27,203334,13.279
,"Mohave County, AZ","04015","2012","2012","Psychostimulants with abuse potential","T43.6",12,203334,Unreliable
,"Pima County, AZ","04019","2008","2008","Heroin","T40.1",12,967778,Unreliable
,"Pima County, AZ","04019","2008","2008","Other opioids","T40.2",30,967778,3.100
,"Pima County, AZ","04019","2008","2008","Methadone","T40.3",19,967778,Unreliable
,"Pima County, AZ","04019","2008","2008","Other synthetic narcotics","T40.4",10,967778,Unreliable
,"Pima County, AZ","04019","2008","2008","Cocaine","T40.5",14,967778,Unreliable
,"Pima County, AZ","04019","2008","2008","Psychostimulants with abuse potential","T43.6",12,967778,Unreliable
,"Pima County, AZ","04019","2009","2009","Heroin","T40.1",23,975580,2.358
,"Pima County, AZ","04019","2009","2009","Other opioids","T40.2",48,975580,4.920
,"Pima County, AZ","04019","2009","2009","Methadone","T40.3",26,975580,2.665
,"Pima County, AZ","04019","2009","2009","Other synthetic narcotics","T40.4",12,975580,Unreliable
,"Pima County, AZ","04019","2009","2009","Cocaine","T40.5",33,975580,3.383
,"Pima County, AZ","04019","2009","2009","Psychostimulants with abuse potential","T43.6",12,975580,Unreliable
,"Pima County, AZ","04019","2010","2010","Heroin","T40.1",23,980263,2.346
,"Pima County, AZ","04019","2010","2010","Other opioids","T40.2",58,980263,5.917
,"Pima County, AZ","04019","2010","2010","Methadone","T40.3",28,980263,2.856
,"Pima County, AZ","04019","2010","2010","Other synthetic narcotics","T40.4",19,980263,Unreliable
,"Pima County, AZ","04019","2010","2010","Cocaine","T40.5",26,980263,2.652
,"Pima County, AZ","04019","2010","2010","Psychostimulants with abuse potential","T43.6",17,980263,Unreliable
,"Pima County, AZ","04019","2011","2011","Heroin","T40.1",33,989569,3.335
,"Pima County, AZ","04019","2011","2011","Other opioids","T40.2",74,989569,7.478
,"Pima County, AZ","04019","2011","2011","Methadone","T40.3",28,989569,2.830
,"Pima County, AZ","04019","2011","2011","Cocaine","T40.5",21,989569,2.122
,"Pima County, AZ","04019","2011","2011","Psychostimulants with abuse potential","T43.6",25,989569,2.526
,"Pima County, AZ","04019","2012","2012","Heroin","T40.1",29,992394,2.922
,"Pima County, AZ","04019","2012","2012","Other opioids","T40.2",101,992394,10.177
,"Pima County, AZ","04019","2012","2012","Methadone","T40.3",16,992394,Unreliable
,"Pima County, AZ","04019","2012","2012","Other synthetic narcotics","T40.4",11,992394,Unreliable
,"Pima County, AZ","04019","2012","2012","Cocaine","T40.5",33,992394,3.325
,"Pima County, AZ","04019","2012","2012","Psychostimulants with abuse potential","T43.6",28,992394,2.821
,"Pinal County, AZ","04021","2008","2008","Other opioids","T40.2",12,335311,Unreliable
,"Pinal County, AZ","04021","2009","2009","Other opioids","T40.2",12,349830,Unreliable
,"Pinal County, AZ","04021","2010","2010","Other opioids","T40.2",16,375770,Unreliable
,"Pinal County, AZ","04021","2010","2010","Psychostimulants with abuse potential","T43.6",12,375770,Unreliable
,"Pinal County, AZ","04021","2011","2011","Other opioids","T40.2",21,382992,5.483
,"Pinal County, AZ","04021","2012","2012","Other opioids","T40.2",28,387365,7.228
,"Yavapai County, AZ","04025","2008","2008","Other opioids","T40.2",21,211211,9.943
,"Yavapai County, AZ","04025","2009","2009","Other opioids","T40.2",22,211172,10.418
,"Yavapai County, AZ","04025","2010","2010","Other opioids","T40.2",17,211033,Unreliable
,"Yavapai County, AZ","04025","2011","2011","Other opioids","T40.2",22,211888,10.383
,"Yavapai County, AZ","04025","2012","2012","Other opioids","T40.2",21,212637,9.876
,"Benton County, AR","05007","2008","2008","Other opioids","T40.2",12,210807,Unreliable
,"Benton County, AR","05007","2009","2009","Other opioids","T40.2",11,216620,Unreliable
,"Crawford County, AR","05033","2009","2009","Other opioids","T40.2",10,61595,Unreliable
,"Garland County, AR","05051","2008","2008","Other opioids","T40.2",11,95636,Unreliable
,"Garland County, AR","05051","2009","2009","Other opioids","T40.2",10,95840,Unreliable
,"Garland County, AR","05051","2010","2010","Other opioids","T40.2",10,96024,Unreliable
,"Pulaski County, AR","05119","2008","2008","Other synthetic narcotics","T40.4",10,376567,Unreliable
,"Pulaski County, AR","05119","2008","2008","Cocaine","T40.5",10,376567,Unreliable
,"Pulaski County, AR","05119","2009","2009","Other opioids","T40.2",13,380053,Unreliable
,"Pulaski County, AR","05119","2009","2009","Cocaine","T40.5",11,380053,Unreliable
,"Pulaski County, AR","05119","2010","2010","Other opioids","T40.2",26,382748,6.793
,"Pulaski County, AR","05119","2010","2010","Other synthetic narcotics","T40.4",10,382748,Unreliable
,"Pulaski County, AR","05119","2010","2010","Cocaine","T40.5",10,382748,Unreliable
,"Pulaski County, AR","05119","2011","2011","Other opioids","T40.2",18,386299,Unreliable
,"Pulaski County, AR","05119","2012","2012","Other opioids","T40.2",22,388953,5.656
,"Pulaski County, AR","05119","2012","2012","Psychostimulants with abuse potential","T43.6",10,388953,Unreliable
,"Sebastian County, AR","05131","2009","2009","Other opioids","T40.2",11,125116,Unreliable
,"Alameda County, CA","06001","2008","2008","Other opioids","T40.2",15,1477208,Unreliable
,"Alameda County, CA","06001","2008","2008","Cocaine","T40.5",25,1477208,1.692
,"Alameda County, CA","06001","2008","2008","Psychostimulants with abuse potential","T43.6",16,1477208,Unreliable
,"Alameda County, CA","06001","2009","2009","Other opioids","T40.2",15,1498539,Unreliable
,"Alameda County, CA","06001","2009","2009","Cocaine","T40.5",20,1498539,1.335
,"Alameda County, CA","06001","2009","2009","Psychostimulants with abuse potential","T43.6",16,1498539,Unreliable
,"Alameda County, CA","06001","2010","2010","Other opioids","T40.2",23,1510271,1.523
,"Alameda County, CA","06001","2010","2010","Cocaine","T40.5",17,1510271,Unreliable
,"Alameda County, CA","06001","2010","2010","Psychostimulants with abuse potential","T43.6",21,1510271,1.390
,"Alameda County, CA","06001","2011","2011","Other opioids","T40.2",29,1529875,1.896
,"Alameda County, CA","06001","2011","2011","Cocaine","T40.5",17,1529875,Unreliable
,"Alameda County, CA","06001","2011","2011","Psychostimulants with abuse potential","T43.6",23,1529875,1.503
,"Alameda County, CA","06001","2012","2012","Other opioids","T40.2",21,1554720,1.351
,"Alameda County, CA","06001","2012","2012","Methadone","T40.3",11,1554720,Unreliable
,"Alameda County, CA","06001","2012","2012","Cocaine","T40.5",16,1554720,Unreliable
,"Alameda County, CA","06001","2012","2012","Psychostimulants with abuse potential","T43.6",28,1554720,1.801
,"Butte County, CA","06007","2010","2010","Other opioids","T40.2",11,220000,Unreliable
,"Butte County, CA","06007","2011","2011","Other opioids","T40.2",15,220266,Unreliable
,"Butte County, CA","06007","2012","2012","Other opioids","T40.2",12,221539,Unreliable
,"Contra Costa County, CA","06013","2008","2008","Other opioids","T40.2",39,1023344,3.811
,"Contra Costa County, CA","06013","2008","2008","Methadone","T40.3",15,1023344,Unreliable
,"Contra Costa County, CA","06013","2008","2008","Cocaine","T40.5",12,1023344,Unreliable
,"Contra Costa County, CA","06013","2008","2008","Psychostimulants with abuse potential","T43.6",26,1023344,2.541
,"Contra Costa County, CA","06013","2009","2009","Other opioids","T40.2",23,1037890,2.216
,"Contra Costa County, CA","06013","2009","2009","Methadone","T40.3",13,1037890,Unreliable
,"Contra Costa County, CA","06013","2009","2009","Cocaine","T40.5",10,1037890,Unreliable
,"Contra Costa County, CA","06013","2009","2009","Psychostimulants with abuse potential","T43.6",22,1037890,2.120
,"Contra Costa County, CA","06013","2010","2010","Other opioids","T40.2",17,1049025,Unreliable
,"Contra Costa County, CA","06013","2010","2010","Cocaine","T40.5",15,1049025,Unreliable
,"Contra Costa County, CA","06013","2010","2010","Psychostimulants with abuse potential","T43.6",26,1049025,2.478
,"Contra Costa County, CA","06013","2011","2011","Other opioids","T40.2",21,1066096,1.970
,"Contra Costa County, CA","06013","2011","2011","Methadone","T40.3",16,1066096,Unreliable
,"Contra Costa County, CA","06013","2011","2011","Cocaine","T40.5",11,1066096,Unreliable
,"Contra Costa County, CA","06013","2011","2011","Psychostimulants with abuse potential","T43.6",26,1066096,2.439
,"Contra Costa County, CA","06013","2012","2012","Other opioids","T40.2",22,1079597,2.038
,"Contra Costa County, CA","06013","2012","2012","Methadone","T40.3",16,1079597,Unreliable
,"Contra Costa County, CA","06013","2012","2012","Psychostimulants with abuse potential","T43.6",39,1079597,3.612
,"Fresno County, CA","06019","2008","2008","Other opioids","T40.2",49,909630,5.387
,"Fresno County, CA","06019","2008","2008","Psychostimulants with abuse potential","T43.6",18,909630,Unreliable
,"Fresno County, CA","06019","2009","2009","Other opioids","T40.2",43,921478,4.666
,"Fresno County, CA","06019","2009","2009","Methadone","T40.3",20,921478,2.170
,"Fresno County, CA","06019","2009","2009","Cocaine","T40.5",10,921478,Unreliable
,"Fresno County, CA","06019","2009","2009","Psychostimulants with abuse potential","T43.6",23,921478,2.496
,"Fresno County, CA","06019","2010","2010","Other opioids","T40.2",48,930450,5.159
,"Fresno County, CA","06019","2010","2010","Methadone","T40.3",20,930450,2.149
,"Fresno County, CA","06019","2010","2010","Psychostimulants with abuse potential","T43.6",28,930450,3.009
,"Fresno County, CA","06019","2011","2011","Other opioids","T40.2",46,942904,4.879
,"Fresno County, CA","06019","2011","2011","Methadone","T40.3",16,942904,Unreliable
,"Fresno County, CA","06019","2011","2011","Psychostimulants with abuse potential","T43.6",21,942904,2.227
,"Fresno County, CA","06019","2012","2012","Other opioids","T40.2",29,947895,3.059
,"Fresno County, CA","06019","2012","2012","Methadone","T40.3",10,947895,Unreliable
,"Fresno County, CA","06019","2012","2012","Psychostimulants with abuse potential","T43.6",25,947895,2.637
,"Humboldt County, CA","06023","2008","2008","Heroin","T40.1",11,132657,Unreliable
,"Humboldt County, CA","06023","2008","2008","Other opioids","T40.2",10,132657,Unreliable
,"Humboldt County, CA","06023","2009","2009","Other opioids","T40.2",18,133744,Unreliable
,"Humboldt County, CA","06023","2010","2010","Other opioids","T40.2",13,134623,Unreliable
,"Humboldt County, CA","06023","2010","2010","Psychostimulants with abuse potential","T43.6",14,134623,Unreliable
,"Humboldt County, CA","06023","2011","2011","Other opioids","T40.2",15,134761,Unreliable
,"Humboldt County, CA","06023","2011","2011","Psychostimulants with abuse potential","T43.6",11,134761,Unreliable
,"Humboldt County, CA","06023","2012","2012","Other opioids","T40.2",15,134827,Unreliable
,"Humboldt County, CA","06023","2012","2012","Psychostimulants with abuse potential","T43.6",12,134827,Unreliable
,"Kern County, CA","06029","2008","2008","Heroin","T40.1",14,818327,Unreliable
,"Kern County, CA","06029","2008","2008","Other opioids","T40.2",24,818327,2.933
,"Kern County, CA","06029","2008","2008","Methadone","T40.3",15,818327,Unreliable
,"Kern County, CA","06029","2008","2008","Psychostimulants with abuse potential","T43.6",31,818327,3.788
,"Kern County, CA","06029","2009","2009","Heroin","T40.1",20,830137,2.409
,"Kern County, CA","06029","2009","2009","Other opioids","T40.2",15,830137,Unreliable
,"Kern County, CA","06029","2009","2009","Methadone","T40.3",17,830137,Unreliable
,"Kern County, CA","06029","2009","2009","Psychostimulants with abuse potential","T43.6",28,830137,3.373
,"Kern County, CA","06029","2010","2010","Heroin","T40.1",24,839631,2.858
,"Kern County, CA","06029","2010","2010","Other opioids","T40.2",11,839631,Unreliable
,"Kern County, CA","06029","2010","2010","Psychostimulants with abuse potential","T43.6",21,839631,2.501
,"Kern County, CA","06029","2011","2011","Heroin","T40.1",20,851710,2.348
,"Kern County, CA","06029","2011","2011","Other opioids","T40.2",12,851710,Unreliable
,"Kern County, CA","06029","2011","2011","Psychostimulants with abuse potential","T43.6",33,851710,3.875
,"Kern County, CA","06029","2012","2012","Heroin","T40.1",11,856158,Unreliable
,"Kern County, CA","06029","2012","2012","Other opioids","T40.2",28,856158,3.270
,"Kern County, CA","06029","2012","2012","Methadone","T40.3",13,856158,Unreliable
,"Kern County, CA","06029","2012","2012","Psychostimulants with abuse potential","T43.6",51,856158,5.957
,"Lake County, CA","06033","2008","2008","Other opioids","T40.2",14,64392,Unreliable
,"Lake County, CA","06033","2009","2009","Other opioids","T40.2",11,64413,Unreliable
,"Lake County, CA","06033","2010","2010","Other opioids","T40.2",16,64665,Unreliable
,"Lake County, CA","06033","2011","2011","Other opioids","T40.2",16,64323,Unreliable
,"Los Angeles County, CA","06037","2008","2008","Heroin","T40.1",131,9735147,1.346
,"Los Angeles County, CA","06037","2008","2008","Other opioids","T40.2",162,9735147,1.664
,"Los Angeles County, CA","06037","2008","2008","Methadone","T40.3",26,9735147,0.267
,"Los Angeles County, CA","06037","2008","2008","Other synthetic narcotics","T40.4",13,9735147,Unreliable
,"Los Angeles County, CA","06037","2008","2008","Cocaine","T40.5",138,9735147,1.418
,"Los Angeles County, CA","06037","2008","2008","Psychostimulants with abuse potential","T43.6",73,9735147,0.750
,"Los Angeles County, CA","06037","2009","2009","Heroin","T40.1",138,9787400,1.410
,"Los Angeles County, CA","06037","2009","2009","Other opioids","T40.2",197,9787400,2.013
,"Los Angeles County, CA","06037","2009","2009","Methadone","T40.3",31,9787400,0.317
,"Los Angeles County, CA","06037","2009","2009","Other synthetic narcotics","T40.4",19,9787400,Unreliable
,"Los Angeles County, CA","06037","2009","2009","Cocaine","T40.5",133,9787400,1.359
,"Los Angeles County, CA","06037","2009","2009","Psychostimulants with abuse potential","T43.6",104,9787400,1.063
,"Los Angeles County, CA","06037","2010","2010","Heroin","T40.1",133,9818605,1.355
,"Los Angeles County, CA","06037","2010","2010","Other opioids","T40.2",167,9818605,1.701
,"Los Angeles County, CA","06037","2010","2010","Methadone","T40.3",24,9818605,0.244
,"Los Angeles County, CA","06037","2010","2010","Other synthetic narcotics","T40.4",22,9818605,0.224
,"Los Angeles County, CA","06037","2010","2010","Cocaine","T40.5",89,9818605,0.906
,"Los Angeles County, CA","06037","2010","2010","Psychostimulants with abuse potential","T43.6",120,9818605,1.222
,"Los Angeles County, CA","06037","2011","2011","Heroin","T40.1",145,9889056,1.466
,"Los Angeles County, CA","06037","2011","2011","Other opioids","T40.2",171,9889056,1.729
,"Los Angeles County, CA","06037","2011","2011","Methadone","T40.3",26,9889056,0.263
,"Los Angeles County, CA","06037","2011","2011","Other synthetic narcotics","T40.4",14,9889056,Unreliable
,"Los Angeles County, CA","06037","2011","2011","Cocaine","T40.5",95,9889056,0.961
,"Los Angeles County, CA","06037","2011","2011","Psychostimulants with abuse potential","T43.6",134,9889056,1.355
,"Los Angeles County, CA","06037","2012","2012","Heroin","T40.1",115,9962789,1.154
,"Los Angeles County, CA","06037","2012","2012","Other opioids","T40.2",142,9962789,1.425
,"Los Angeles County, CA","06037","2012","2012","Methadone","T40.3",43,9962789,0.432
,"Los Angeles County, CA","06037","2012","2012","Other synthetic narcotics","T40.4",10,9962789,Unreliable
,"Los Angeles County, CA","06037","2012","2012","Cocaine","T40.5",84,9962789,0.843
,"Los Angeles County, CA","06037","2012","2012","Psychostimulants with abuse potential","T43.6",163,9962789,1.636
,"Madera County, CA","06039","2011","2011","Other opioids","T40.2",17,152925,Unreliable
,"Madera County, CA","06039","2012","2012","Other opioids","T40.2",15,152218,Unreliable
,"Marin County, CA","06041","2008","2008","Other opioids","T40.2",22,248398,8.857
,"Marin County, CA","06041","2009","2009","Other opioids","T40.2",20,250862,7.973
,"Marin County, CA","06041","2010","2010","Other opioids","T40.2",15,252409,Unreliable
,"Monterey County, CA","06053","2008","2008","Other opioids","T40.2",12,406022,Unreliable
,"Monterey County, CA","06053","2009","2009","Other opioids","T40.2",11,410263,Unreliable
,"Monterey County, CA","06053","2011","2011","Other opioids","T40.2",13,421898,Unreliable
,"Monterey County, CA","06053","2011","2011","Methadone","T40.3",11,421898,Unreliable
,"Monterey County, CA","06053","2012","2012","Other opioids","T40.2",12,426762,Unreliable
,"Monterey County, CA","06053","2012","2012","Psychostimulants with abuse potential","T43.6",10,426762,Unreliable
,"Orange County, CA","06059","2008","2008","Other opioids","T40.2",201,2957593,6.796
,"Orange County, CA","06059","2008","2008","Methadone","T40.3",42,2957593,1.420
,"Orange County, CA","06059","2008","2008","Other synthetic narcotics","T40.4",26,2957593,0.879
,"Orange County, CA","06059","2008","2008","Cocaine","T40.5",24,2957593,0.811
,"Orange County, CA","06059","2008","2008","Psychostimulants with abuse potential","T43.6",38,2957593,1.285
,"Orange County, CA","06059","2009","2009","Other opioids","T40.2",204,2987177,6.829
,"Orange County, CA","06059","2009","2009","Methadone","T40.3",44,2987177,1.473
,"Orange County, CA","06059","2009","2009","Other synthetic narcotics","T40.4",28,2987177,0.937
,"Orange County, CA","06059","2009","2009","Cocaine","T40.5",32,2987177,1.071
,"Orange County, CA","06059","2009","2009","Psychostimulants with abuse potential","T43.6",52,2987177,1.741
,"Orange County, CA","06059","2010","2010","Other opioids","T40.2",173,3010232,5.747
,"Orange County, CA","06059","2010","2010","Methadone","T40.3",53,3010232,1.761
,"Orange County, CA","06059","2010","2010","Other synthetic narcotics","T40.4",29,3010232,0.963
,"Orange County, CA","06059","2010","2010","Psychostimulants with abuse potential","T43.6",53,3010232,1.761
,"Orange County, CA","06059","2011","2011","Other opioids","T40.2",190,3055745,6.218
,"Orange County, CA","06059","2011","2011","Methadone","T40.3",47,3055745,1.538
,"Orange County, CA","06059","2011","2011","Other synthetic narcotics","T40.4",22,3055745,0.720
,"Orange County, CA","06059","2011","2011","Cocaine","T40.5",18,3055745,Unreliable
,"Orange County, CA","06059","2011","2011","Psychostimulants with abuse potential","T43.6",43,3055745,1.407
,"Orange County, CA","06059","2012","2012","Heroin","T40.1",34,3090132,1.100
,"Orange County, CA","06059","2012","2012","Other opioids","T40.2",143,3090132,4.628
,"Orange County, CA","06059","2012","2012","Methadone","T40.3",39,3090132,1.262
,"Orange County, CA","06059","2012","2012","Other synthetic narcotics","T40.4",23,3090132,0.744
,"Orange County, CA","06059","2012","2012","Psychostimulants with abuse potential","T43.6",82,3090132,2.654
,"Riverside County, CA","06065","2008","2008","Heroin","T40.1",31,2109712,1.469
,"Riverside County, CA","06065","2008","2008","Other opioids","T40.2",50,2109712,2.370
,"Riverside County, CA","06065","2008","2008","Methadone","T40.3",12,2109712,Unreliable
,"Riverside County, CA","06065","2008","2008","Cocaine","T40.5",17,2109712,Unreliable
,"Riverside County, CA","06065","2008","2008","Psychostimulants with abuse potential","T43.6",46,2109712,2.180
,"Riverside County, CA","06065","2009","2009","Heroin","T40.1",40,2146725,1.863
,"Riverside County, CA","06065","2009","2009","Other opioids","T40.2",50,2146725,2.329
,"Riverside County, CA","06065","2009","2009","Methadone","T40.3",21,2146725,0.978
,"Riverside County, CA","06065","2009","2009","Other synthetic narcotics","T40.4",13,2146725,Unreliable
,"Riverside County, CA","06065","2009","2009","Cocaine","T40.5",15,2146725,Unreliable
,"Riverside County, CA","06065","2009","2009","Psychostimulants with abuse potential","T43.6",50,2146725,2.329
,"Riverside County, CA","06065","2010","2010","Heroin","T40.1",35,2189641,1.598
,"Riverside County, CA","06065","2010","2010","Other opioids","T40.2",44,2189641,2.009
,"Riverside County, CA","06065","2010","2010","Methadone","T40.3",22,2189641,1.005
,"Riverside County, CA","06065","2010","2010","Other synthetic narcotics","T40.4",12,2189641,Unreliable
,"Riverside County, CA","06065","2010","2010","Cocaine","T40.5",11,2189641,Unreliable
,"Riverside County, CA","06065","2010","2010","Psychostimulants with abuse potential","T43.6",66,2189641,3.014
,"Riverside County, CA","06065","2011","2011","Heroin","T40.1",32,2239620,1.429
,"Riverside County, CA","06065","2011","2011","Other opioids","T40.2",64,2239620,2.858
,"Riverside County, CA","06065","2011","2011","Methadone","T40.3",13,2239620,Unreliable
,"Riverside County, CA","06065","2011","2011","Psychostimulants with abuse potential","T43.6",80,2239620,3.572
,"Riverside County, CA","06065","2012","2012","Heroin","T40.1",38,2268783,1.675
,"Riverside County, CA","06065","2012","2012","Other opioids","T40.2",56,2268783,2.468
,"Riverside County, CA","06065","2012","2012","Methadone","T40.3",20,2268783,0.882
,"Riverside County, CA","06065","2012","2012","Other synthetic narcotics","T40.4",10,2268783,Unreliable
,"Riverside County, CA","06065","2012","2012","Psychostimulants with abuse potential","T43.6",95,2268783,4.187
,"Sacramento County, CA","06067","2008","2008","Heroin","T40.1",10,1394438,Unreliable
,"Sacramento County, CA","06067","2008","2008","Other opioids","T40.2",39,1394438,2.797
,"Sacramento County, CA","06067","2008","2008","Methadone","T40.3",27,1394438,1.936
,"Sacramento County, CA","06067","2008","2008","Cocaine","T40.5",18,1394438,Unreliable
