"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Washington","53","2004","2004",888,6178645,14.372
,"Washington","53","2005","2005",931,6257305,14.879
,"Washington","53","2006","2006",970,6370753,15.226
,"Washington","53","2007","2007",1003,6461587,15.523
,"Washington","53","2008","2008",1058,6562231,16.123
,"Washington","53","2009","2009",1031,6667426,15.463
,"Washington","53","2010","2010",962,6724540,14.306
,"Washington","53","2011","2011",1050,6830038,15.373
,"Washington","53","2012","2012",1033,6897012,14.978
,"Washington","53","2013","2013",1042,6971406,14.947
,"Washington","53","2014","2014",1058,7061530,14.983
,"Washington","53","2015","2015",1189,7170351,16.582
,"Washington","53","2016","2016",1212,7288000,16.630
,"Washington","53","2017","2017",1309,7405743,17.675
,"Washington","53","2018","2018",1319,7535591,17.504
"Total","Washington","53",,,19243,132261029,14.549
,"West Virginia","54","1999","1999",80,1811799,4.416
,"West Virginia","54","2000","2000",122,1808344,6.747
,"West Virginia","54","2001","2001",217,1801481,12.046
,"West Virginia","54","2002","2002",237,1805414,13.127
,"West Virginia","54","2003","2003",279,1812295,15.395
,"West Virginia","54","2004","2004",347,1816438,19.103
,"West Virginia","54","2005","2005",197,1820492,10.821
,"West Virginia","54","2006","2006",378,1827912,20.679
,"West Virginia","54","2007","2007",405,1834052,22.082
,"West Virginia","54","2008","2008",468,1840310,25.430
,"West Virginia","54","2009","2009",235,1847775,12.718
,"West Virginia","54","2010","2010",520,1852994,28.063
,"West Virginia","54","2011","2011",645,1855364,34.764
,"West Virginia","54","2012","2012",576,1855413,31.044
,"West Virginia","54","2013","2013",583,1854304,31.440
,"West Virginia","54","2014","2014",646,1850326,34.913
,"West Virginia","54","2015","2015",750,1844128,40.670
,"West Virginia","54","2016","2016",912,1831102,49.806
,"West Virginia","54","2017","2017",1023,1815857,56.337
,"West Virginia","54","2018","2018",926,1805832,51.278
"Total","West Virginia","54",,,9546,36591632,26.088
,"Wisconsin","55","1999","1999",237,5332666,4.444
,"Wisconsin","55","2000","2000",278,5363675,5.183
,"Wisconsin","55","2001","2001",297,5406835,5.493
,"Wisconsin","55","2002","2002",364,5445162,6.685
,"Wisconsin","55","2003","2003",433,5479203,7.903
,"Wisconsin","55","2004","2004",483,5514026,8.759
,"Wisconsin","55","2005","2005",561,5546166,10.115
,"Wisconsin","55","2006","2006",642,5577655,11.510
,"Wisconsin","55","2007","2007",639,5610775,11.389
,"Wisconsin","55","2008","2008",622,5640996,11.026
,"Wisconsin","55","2009","2009",641,5669264,11.307
,"Wisconsin","55","2010","2010",635,5686986,11.166
,"Wisconsin","55","2011","2011",712,5711767,12.465
,"Wisconsin","55","2012","2012",714,5726398,12.469
,"Wisconsin","55","2013","2013",874,5742713,15.219
,"Wisconsin","55","2014","2014",874,5757564,15.180
,"Wisconsin","55","2015","2015",894,5771337,15.490
,"Wisconsin","55","2016","2016",1103,5778708,19.087
,"Wisconsin","55","2017","2017",1205,5795483,20.792
,"Wisconsin","55","2018","2018",1108,5813568,19.059
"Total","Wisconsin","55",,,13316,112370947,11.850
,"Wyoming","56","1999","1999",21,491780,4.270
,"Wyoming","56","2000","2000",27,493782,5.468
,"Wyoming","56","2001","2001",25,494657,5.054
,"Wyoming","56","2002","2002",36,500017,7.200
,"Wyoming","56","2003","2003",37,503453,7.349
,"Wyoming","56","2004","2004",64,509106,12.571
,"Wyoming","56","2005","2005",45,514157,8.752
,"Wyoming","56","2006","2006",64,522667,12.245
,"Wyoming","56","2007","2007",68,534876,12.713
,"Wyoming","56","2008","2008",74,546043,13.552
,"Wyoming","56","2009","2009",63,559851,11.253
,"Wyoming","56","2010","2010",88,563626,15.613
,"Wyoming","56","2011","2011",88,568158,15.489
,"Wyoming","56","2012","2012",99,576412,17.175
,"Wyoming","56","2013","2013",99,582658,16.991
,"Wyoming","56","2014","2014",112,584153,19.173
,"Wyoming","56","2015","2015",99,586107,16.891
,"Wyoming","56","2016","2016",103,585501,17.592
,"Wyoming","56","2017","2017",72,579315,12.428
,"Wyoming","56","2018","2018",67,577737,11.597
"Total","Wyoming","56",,,1351,10874056,12.424
"Total",,,,,825877,6088633001,13.564
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"UCD - Drug/Alcohol Induced Causes: Drug-induced causes"
"Year/Month: 1999; 2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017;"
"2018"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Feb 7, 2026 2:36:53 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Feb 7, 2026 2:36:53 AM"
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/mcd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/mcd.html#California-Reporting-Anomalies."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Unreliable."
"6. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. Population figures for 2011 are bridged-race estimates of the July 1"
"resident population, from the county-level postcensal Vintage 2011 series released by NCHS on July 18, 2012. Population figures"
"for 2010 are April 1 Census counts. The population figures for years 2001 - 2009, are bridged-race estimates of the July 1"
"resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012."
"Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of"
"July 1 estimates. Population figures for Infant Age Groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd.html#Age Group."
