payor_plan_id,payor_plan,payor_plan_var
25620001,QUAD GRAPHICS INC,
28560001,QUAKERTOWN CMNTY SCHL DIST (PA),
9700001,QUALCARE (NJ),
5530022,QUALCHOICE CLASSIC PLUS RX (AR),
4700001,QUALCHOICE HLT PLN OF OHIO (OH),
41830001,QUALITY CARE PARTNERS (OH),
15299999,QUALITY HEALTH PLANS UNSPEC,
15290009,QUALITY HP MED D GENERAL (FL),
34670001,QUALITY METALCRAFT INC (MI),
13670410,QUDEXY XR/UPSHER-SMITH LAB,
26860001,QUEBECOR WORLD INC,
29870004,QUEEN OF THE VALLEY HOSP (CA),
43110001,QUICKEN LOANS,
36370001,QUINNIPIAC UNIVERSITY (CT),
20150002,QUORUM HEALTH CORPORATION,
8610001,QVC INC,
11060001,QWEST COMMUNICATIONS INTL,
27990001,RAG AMERICAN COAL HOLDING INC,
14750059,RAILROAD RETIREES PDP,
28070001,RALCORP HOLDINGS INC,
21910002,RANDALLS MARKETS (TX),
13670582,RANEXA/GILEAD,
13670191,RAPAFLO/ALLERGAN,
23060001,RAYMOND JAMES FINANCIAL INC,
11050001,RAYTHEON COMPANY,
11050002,RAYTHEON RETIREE MED D,
11080001,RBC FINANCIAL GROUP,
26460001,READING SCHOOL DISTRICT (PA),
36440001,REALOGY HOLDING CORP,
46020001,REALSAVINGS RX,
41670001,REASORS (OK),
42180001,REBATES PHARMACY DISCOUNT CARD,
7002640002,RECEPT PHARMACY MGMT PLAN 0002,
7002640001,RECEPT PHARMACY MGMT (PROC-UNSP),
21760001,RECKITT BENCKISER INC,
29910001,REDLANDS UNIFIED SCH DIST (CA),
24910001,RED LION HOTELS,
28450001,REED ELSEVIER,
27650001,REEP (CA),
29700002,REFILLWISE RX SAVINGS CARD,
7770001,REFUGEE MEDICAL ASSISTANCE (AZ),
25490001,REGAL BELOIT CORPORATION,
11610026,REGENCE/ASURIS MED D GENERAL,
11610027,REGENCE/ASURIS MED PDP GENERAL,
11610028,REGENCE MED ADV GENERAL,
11610045,REGENCE MED ADV GENERAL (ID),
11610033,REGENCE MED ADV GENERAL (OR),
11610046,REGENCE MED ADV GENERAL (UT),
11610032,REGENCE MED ADV GENERAL (WA),
11610054,REGENCE MED D GENERAL (ID),
11610051,REGENCE MED D GENERAL (OR),
11610053,REGENCE MED D GENERAL (UT),
11610052,REGENCE MED D GENERAL (WA),
11610047,REGENCE MED PDP GENERAL (ID),
11610050,REGENCE MED PDP GENERAL (OR),
11610048,REGENCE MED PDP GENERAL (UT),
11610049,REGENCE MED PDP GENERAL (WA),
11619999,REGENCE UNSPECIFIED,
40560001,REGENERON PHARMACEUTICALS,
7002540001,REGENT SRV OF NM (PROC-UNSP),
27050001,REGIONAL CARE (NE),
30020001,REGIS CORP,
32810001,REI,
13670390,RELPAX/PFIZER,
27120001,REMINGTON ARMS COMPANY INC,
24460001,RENAISSANCE AGENCIES INC (CA),
17140002,RENESAS ELECTRONICS,
26160001,RENOSOL CORPORATION (MI),
42470001,RENT-A-CENTER,
8430001,REPUBLIC ENGINEERED PRODUCTS,
17910001,REPUBLIC SERVICES INC,
42440001,RESCARE,
37850001,RESERS FINE FOODS,
10890002,RESERVE NATIONAL INSURANCE COM,
39780001,RESOLUTE FOREST PRODUCTS,
33340001,RESOURCES GLOBAL PROFS,
13670190,RESTASIS/ALLERGAN,
22440001,RESTAT MEDICARE D,
7000090007,RESTAT PLAN 0007,
7000090009,RESTAT PLAN 0009,
7000090011,RESTAT PLAN 0011,
7000090013,RESTAT PLAN 0013,
7000090017,RESTAT PLAN 0017,
7000090018,RESTAT PLAN 0018,
7000090019,RESTAT PLAN 0019,
7000090020,RESTAT PLAN 0020,
7000090021,RESTAT PLAN 0021,
7000090024,RESTAT PLAN 0024,
7000090025,RESTAT PLAN 0025,
7000090026,RESTAT PLAN 0026,
7000090027,RESTAT PLAN 0027,
7000090029,RESTAT PLAN 0029,
7000090030,RESTAT PLAN 0030,
7000090031,RESTAT PLAN 0031,
7000090033,RESTAT PLAN 0033,
7000090034,RESTAT PLAN 0034,
7000090035,RESTAT PLAN 0035,
7000090037,RESTAT PLAN 0037,
7000090038,RESTAT PLAN 0038,
7000090039,RESTAT PLAN 0039,
7000090040,RESTAT PLAN 0040,
7000090041,RESTAT PLAN 0041,
7000090042,RESTAT PLAN 0042,
7000090043,RESTAT PLAN 0043,
7000090044,RESTAT PLAN 0044,
7000090045,RESTAT PLAN 0045,
7000090047,RESTAT PLAN 0047,
7000090052,RESTAT PLAN 0052,
7000090056,RESTAT PLAN 0056,
7000090058,RESTAT PLAN 0058,
7000090062,RESTAT PLAN 0062,
7000090063,RESTAT PLAN 0063,
7000090065,RESTAT PLAN 0065,
7000090068,RESTAT PLAN 0068,
7000090069,RESTAT PLAN 0069,
7000090071,RESTAT PLAN 0071,
7000090072,RESTAT PLAN 0072,
7000090076,RESTAT PLAN 0076,
7000090081,RESTAT PLAN 0081,
7000090109,RESTAT PLAN 0109,
7000090120,RESTAT PLAN 0120,
7000090130,RESTAT PLAN 0130,
7000090138,RESTAT PLAN 0138,
7000090140,RESTAT PLAN 0140,
7000090141,RESTAT PLAN 0141,
7000090142,RESTAT PLAN 0142,
7000090143,RESTAT PLAN 0143,
7000090144,RESTAT PLAN 0144,
7000090145,RESTAT PLAN 0145,
7000090146,RESTAT PLAN 0146,
7000090148,RESTAT PLAN 0148,
7000090150,RESTAT PLAN 0150,
7000090151,RESTAT PLAN 0151,
7000090152,RESTAT PLAN 0152,
7000090153,RESTAT PLAN 0153,
7000090154,RESTAT PLAN 0154,
7000090159,RESTAT PLAN 0159,
7000090164,RESTAT PLAN 0164,
7000090171,RESTAT PLAN 0171,
7000090175,RESTAT PLAN 0175,
7000090179,RESTAT PLAN 0179,
7000090186,RESTAT PLAN 0186,
7000090188,RESTAT PLAN 0188,
41340001,RESTAT WORKERS COMP,
27300001,RETA TRUST HMO,
27300002,RETA TRUST PPO,
13670159,RETIN-A MICRO/VALEANT,
6280174,RETIRED CONSTR WRKERS 1978 (WV),
8440001,REVLON INC,
32350001,REXAM,
13670617,REXULTI/OTSUKA,
15860001,REYES HOLDINGS LLC,
24310001,REYNOLDS AND REYNOLDS (OH),
32100001,RGT INC,
13750001,RHEEM MANUFACTURING CO,
13670399,RHEUMATE/PRXHEALTH,
23210001,RHI REFRACTORIES AMERICA,
26220038,RHODE ISLAND RX CARD,
17390001,R H SHEPPARD COMPANY,
8880001,RICE UNIVERSITY (TX),
19810001,RICHLAND CNTY BOARD OF COMM (OH),
14340001,RICOH AMERICAS CORP,
670024,RIGHTCARE STAR (TX),
26940001,RING POWER CORP,
9900006,RIO GRANDE IND HLTHCARE CORP(TX),
15720001,RIO TINTO/ KENNECOTT,
7710007,RIPAE (RI),
6280403,RI PUBLIC LOCAL 1033 (RI),
22210001,RIS IMAGING CENTER INC (FL),
20130001,RISK AND BENEFIT MGMT SERVICES,
13670082,RISPERDAL/JANSSEN,
7002790001,RITE AID HLTH SOLS (PROC-UNSP),
11180003,RIVERLINK CLASSIC PLUS (OH),
11180002,RIVERLINK HLTH CLASSIC PLUS (KY),
21920001,RIVERSIDE RESORT/CASINO,
40910001,RIVERSPRING FIDA (NY),
11610022,RLH MEDICARE SCRIPT BASIC (ID),
11610023,RLH MEDICARE SCRIPT BASIC (UT),
2360044,RMHP HIX GNRL,
2360014,RMHP MED ADV GENERAL (CO),
2360013,RMHP MED D PDP GENERAL (CO),
2360015,RMHP MEDICARE D GENERAL (CO),
45670001,ROAD RUNNER RX DISC CARD,
12520001,ROBERT BAIRD CO,
12050001,ROBERT BOSCH CORPORATION,
42980001,ROBERT HALF,
21240001,ROBERT WOOD JOHNSON HOSPITAL(NJ),
21240002,ROBERT WOOD JOHNSON MED SCHL(NJ),
34870001,ROBINS FEDERAL CREDIT UNION,
12060002,ROCHE DIAGNOSTICS,
31980001,ROCHESTER INSTITUTE OF TECH (NY),
25380001,ROCK COUNTY (WI),
29330001,ROCK ISLAND CNTY (IL),
12240001,ROCKWELL AUTOMATION INC,
44860001,ROCKWELL COLLINS,
2360016,ROCKY MOUNTAIN CHIP PLUS (CO),
2360001,ROCKY MOUNTAIN HMO (CO),
2360002,ROCKY MOUNTAIN MEDICAID (CO),
2360004,ROCKY MOUNTAIN MEDICARE (CO),
2360017,ROCKY MOUNTAIN PPO (CO),
2369999,ROCKY MOUNTAIN UNSPECIFIED,
33730001,ROGERS GROUP INC,
29940001,ROLLINS INC,
41810001,ROPER TECHNOLOGIES INC,
22140001,ROSE AND KIERNAN,
10260001,ROSEN HOTELS/RESORTS (FL),
24350001,ROTECH HEALTHCARE INC,
28140001,ROUNDYS INC (WI),
28590001,ROUSH INDUSTRIES INC,
18520001,ROYALCARE RX,
7500001,R R DONNELLEY AND SONS,
33970001,RSM US LLP,
34740001,RUSHCARD RX DISCOUNT CARD,
33140001,RUSH UNIVERSITY,
23620001,RUSSELL CORPORATION,
17450001,RUTHERFORD HOSPITAL INC (NC),
6280290,RWDSU LOCAL 262,
34510001,RX101 SAVERS CARD,
36530001,RX4 LESS HONEST CARD,
7003780001,RXADVANCE (PROC-UNSP),
30850001,RX AMERICA MED D GNRL,
7000510003,RXAMERICA PLAN 0003,
7000510004,RXAMERICA PLAN 0004,
7000510005,RXAMERICA PLAN 0005,
7000510008,RXAMERICA PLAN 0008,
7000510009,RXAMERICA PLAN 0009,
7000510010,RXAMERICA PLAN 0010,
7000510011,RXAMERICA PLAN 0011,
7000510014,RXAMERICA PLAN 0014,
7000510019,RXAMERICA PLAN 0019,
7000510021,RXAMERICA PLAN 0021,
7000510023,RXAMERICA PLAN 0023,
7000510024,RXAMERICA PLAN 0024,
7000510025,RXAMERICA PLAN 0025,
7000510026,RXAMERICA PLAN 0026,
7000510027,RXAMERICA PLAN 0027,
7000510028,RXAMERICA PLAN 0028,
41610001,RXASSIST PRESCRIPTION DISC CARD,
42100001,RXBENEFITS INC,
12830004,RXBLUE BASIC (LA),
34790001,RX CARD,
7001310001,RXCARE OF TN (PROC-UNSP),
46790001,RXCHOICE,
31930001,RXCUT PLUS,
7001930001,RXDIRECT (PROC-UNSP),
7002600002,RXEDO PLAN 0002,
7002600003,RXEDO PLAN 0003,
7002600001,RXEDO (PROC-UNSP),
37120001,RXFREECARD,
37310001,RX FREE DISCOUNT DRUG CARD,
34600001,RXHOPE SAVINGS CARD,
7001560001,RX INNOVATIONS (PROC-UNSP),
20040002,RX OUTREACH (TN),
26220055,RX PHARMACY CARD,
36760004,RXRELIEF CARD,
15190001,RXSAVINGS ACCESS MED DISC CARD,
36760003,RX SAVINGS CARD,
15000001,RXSAVINGS MEDICARE DISC CARD,
14080001,RX SAVINGS PLUS,
7002570002,RXSENSE PLAN 0002,
7002570003,RXSENSE PLAN 0003,
7002570004,RXSENSE PLAN 0004,
7002570005,RXSENSE PLAN 0005,
7002570006,RXSENSE PLAN 0006,
7002570007,RXSENSE PLAN 0007,
7002570008,RXSENSE PLAN 0008,
7002570009,RXSENSE PLAN 0009,
7002570010,RXSENSE PLAN 0010,
7002570011,RXSENSE PLAN 0011,
7002570012,RXSENSE PLAN 0012,
7002570013,RXSENSE PLAN 0013,
7002570015,RXSENSE PLAN 0015,
7002570016,RXSENSE PLAN 0016,
7002570018,RXSENSE PLAN 0018,
7002570021,RXSENSE PLAN 0021,
7002570022,RXSENSE PLAN 0022,
7002570025,RXSENSE PLAN 0025,
7002570026,RXSENSE PLAN 0026,
7002570027,RXSENSE PLAN 0027,
7002570028,RXSENSE PLAN 0028,
7002570029,RXSENSE PLAN 0029,
7002570030,RXSENSE PLAN 0030,
7002570031,RXSENSE PLAN 0031,
7002570032,RXSENSE PLAN 0032,
7002570001,RXSENSE (PROC-UNSP),
13670074,RX SOLUTIONS,
7001480001,RX WATCH (PROC-UNSP),
7700021,RYAN WHITE CARE ACT,
9020001,RYDER SYSTEM,
13670162,RYZOLT 2/PURDUE,
13670158,RYZOLT/PURDUE,
37570001,SABINE STATE BANK,
12120001,SABRE HOLDING CORP,
33450001,SABRE INDUSTRIES INC,
23580001,SABROSO COMPANY,
17060001,SAFECO,
6280038,SAG-AFTRA,
21630001,SAGAMORE HEALTH NETWORK INC (IN),
32250001,SAIC,
11130001,SAINT BARNABAS HLTHCARE SYS (NJ),
11900001,SAINT JOHN HEALTH (MI),
26580001,SAINT LUKES HEALTH SYSTEM (MO),
11910001,SAINT MARYS HEALTH SYSTEM (TN),
10830001,SAKS INCORPORATED,
21250001,SALEM HOSPITAL (OR),
46740001,SALESFORCE INC,
35910001,SALT RIVER PROJECT (AZ),
6090001,SALVATION ARMY,
20850006,SAMARITAN CHOICE PLAN (OR),
20850003,SAMARITAN MED ADV GENERAL (OR),
2430003,SAMBA,
43090001,SAMSUNG ELECTRONICS AMERICA,
26490001,SAN ANTONIO WATER SYS/SAWS (TX),
13670118,SANCTURA/ALLERGAN,
1100002,SANDIA NATIONAL LABORATORIES,
7760009,SAN DIEGO CTY MEDCD SRV PRG(CA),
9150001,SANFORD HEALTH PLAN,
9150024,SANFORD HLTH PLAN MEDICAID (ND),
32130001,SAN FRANCISCO DEPT PUB HLTH (CA),
5620001,SAN FRANCISCO HLTH MEDI-CAL (CA),
7720020,SAN FRANCISCO MENTAL HLTH PLAN,
34880001,SAN JOAQUIN HOTEL (CA),
5300002,SAN LUIS OBISPO HLTH INITVE (CA),
9580001,SAN LUIS VALLEY HEALTH (CO),
28030003,SAN MIGUEL MED ADV GNRL (CA),
28260001,SANMINA-SCI,
12460003,SANOFI AVENTIS EES,
13670533,SANOFI INSULIN SAVINGS CARD,
12460002,SANOFI PASTEUR (PA),
42480001,SANTA ANA UNIFIED SCH DIST (CA),
5300001,SANTA BARBARA HLT INITIATIVE(CA),
4120011,SANTA CLARA FAMILY HLTH PLN (CA),
46920001,SANTANDER CONSUMER USA,
13670593,SANTYL/SMITH & NEPHEW,
44690001,SAP AMERICA,
13670197,SAPHRIS/ALLERGAN,
7930001,SARA LEE CORPORATION,
34960001,SARASOTA MEM HLTH SYSTEM (FL),
28760001,SARATOGA HOSPITAL,
22270001,SARTORI FOODS,
22910001,SAS INSTITUTE INC,
31770001,SASOL NORTH AMERICA,
31010001,SAUDI ARABIAN CULTURAL MISSION,
25390001,SAUER DANFOSS COMPANY,
29310001,SAUK PRAIRIE MEMORIAL HOSP (WI),
25090001,SAVASENIORCARE,
13670163,SAVELLA/ALLERGAN,
31040003,SAVEON RXDRUG DIS CARD,
15230001,SAVRX MED DISC CARD/AA DRUG CO,
7001340007,SAV-RX PLAN 0007,
7001340008,SAV-RX PLAN 0008,
7001340009,SAV-RX PLAN 0009,
7001340010,SAV-RX PLAN 0010,
7001340011,SAV-RX PLAN 0011,
7001340014,SAV-RX PLAN 0014,
7001340015,SAV-RX PLAN 0015,
7001340016,SAV-RX PLAN 0016,
7001340017,SAV-RX PLAN 0017,
7001340018,SAV-RX PLAN 0018,
7001340019,SAV-RX PLAN 0019,
7001340020,SAV-RX PLAN 0020,
7001340021,SAV-RX PLAN 0021,
7001340022,SAV-RX PLAN 0022,
7001340023,SAV-RX PLAN 0023,
7001340024,SAV-RX PLAN 0024,
7001340026,SAV-RX PLAN 0026,
7001340028,SAV-RX PLAN 0028,
7001340029,SAV-RX PLAN 0029,
7001340030,SAV-RX PLAN 0030,
7001340031,SAV-RX PLAN 0031,
7001340032,SAV-RX PLAN 0032,
7001340033,SAV-RX PLAN 0033,
7001340034,SAV-RX PLAN 0034,
7001340035,SAV-RX PLAN 0035,
7001340036,SAV-RX PLAN 0036,
7001340037,SAV-RX PLAN 0037,
7001340038,SAV-RX PLAN 0038,
7001340039,SAV-RX PLAN 0039,
7001340040,SAV-RX PLAN 0040,
7001340041,SAV-RX PLAN 0041,
7001340042,SAV-RX PLAN 0042,
7001340045,SAV-RX PLAN 0045,
7001340046,SAV-RX PLAN 0046,
7001340047,SAV-RX PLAN 0047,
7001340048,SAV-RX PLAN 0048,
7001340049,SAV-RX PLAN 0049,
7001340050,SAV-RX PLAN 0050,
7001340051,SAV-RX PLAN 0051,
7001340052,SAV-RX PLAN 0052,
7001340053,SAV-RX PLAN 0053,
7001340001,SAV-RX (PROC-UNSP),
13670434,SAXENDA SAVINGS/NOVO NORDISK,
11290003,SBC COMMUNICATIONS,
6280245,S CALIFORNIA BAKERY DRIVERS (CA),
2950007,SCAN HEALTH MED ADV GENERAL,
2950024,SCAN HEALTH MED ADV GENERAL (AZ),
2950004,SCAN HEALTH MED ADV GENERAL (CA),
2950001,SCAN HEALTH PLAN CLASSIC (CA),
2950006,SCAN HLTH PLAN CONNECTIONS (AZ),
4120012,SCFHP CAL MEDICONNECT (CA),
17600001,SCHAEFFLER GROUP NA,
23940001,SCHALLER ANDERSON,
11820002,SCH EMP RET SYS/SERS EGWP(OH),
27230001,SCHOOL DIST OF JANESVILLE (WI),
16530002,SCHOOL DIST OF MANATEE CNTY (FL),
36860001,SCHOOL DISTRICT EMP (CT),
15600001,SCHOOL DISTRICT OF BELOIT (WI),
25680001,SCHOOL DISTRICT OF CUDAHY (WI),
6200021,SCHOOL DISTRICTS OF AL (AL),
6200001,SCHOOL DISTRICTS OF AZ (AZ),
6200002,SCHOOL DISTRICTS OF CA (CA),
6200014,SCHOOL DISTRICTS OF CO (CO),
6200003,SCHOOL DISTRICTS OF FL (FL),
6200018,SCHOOL DISTRICTS OF IA (IA),
6200010,SCHOOL DISTRICTS OF IN (IN),
6200013,SCHOOL DISTRICTS OF LA (LA),
6200016,SCHOOL DISTRICTS OF MA (MA),
6200020,SCHOOL DISTRICTS OF MD (MD),
6200012,SCHOOL DISTRICTS OF MI (MI),
6200004,SCHOOL DISTRICTS OF MO (MO),
6200019,SCHOOL DISTRICTS OF NC (NC),
6200017,SCHOOL DISTRICTS OF NJ (NJ),
6200005,SCHOOL DISTRICTS OF NY (NY),
6200006,SCHOOL DISTRICTS OF OH (OH),
6200011,SCHOOL DISTRICTS OF OR (OR),
6200007,SCHOOL DISTRICTS OF PA (PA),
6200008,SCHOOL DISTRICTS OF TX (TX),
6200009,SCHOOL DISTRICTS OF UT (UT),
6209999,SCHOOL DISTRICTS UNSPEC,
11820001,SCHOOL EMP RETIRMNT SYS/SERS(OH),
18290001,SCHOOL SPECIALITY INC,
22710001,SCHREIBER FOODS,
40790001,SCIENTIFIC GAMES CORP,
6280253,SCIW TRUST FUND/UBC,
31740001,SC JOHNSON AND SON INC (WI),
30490001,SCL HEALTH,
20120001,SC LOCAL GOVT ASSURANCE GRP (SC),
670025,SCOTT AND WHITE ERS (TX),
670050,SCOTT AND WHITE FEHBP (TX),
670037,SCOTT AND WHITE HIX HMO GNRL,
670001,SCOTT AND WHITE (TX),
670007,SCOTT AND WHTE MED D GENERAL(TX),
20890008,S COUNTRY SR CARE COMP/MSHO (MN),
15220004,SCRIPPAL RX DISC CARD,
29440001,SCRIPPS HEALTH (CA),
35790001,SCRIPS4LESS RX CARD,
7001750002,SCRIPT CARE PLAN 0002,
7001750003,SCRIPT CARE PLAN 0003,
7001750005,SCRIPT CARE PLAN 0005,
7001750006,SCRIPT CARE PLAN 0006,
7001750007,SCRIPT CARE PLAN 0007,
7001750011,SCRIPT CARE PLAN 0011,
7001750012,SCRIPT CARE PLAN 0012,
7001750013,SCRIPT CARE PLAN 0013,
7001750014,SCRIPT CARE PLAN 0014,
7001750015,SCRIPT CARE PLAN 0015,
7001750016,SCRIPT CARE PLAN 0016,
7001750017,SCRIPT CARE PLAN 0017,
7001750018,SCRIPT CARE PLAN 0018,
7001750019,SCRIPT CARE PLAN 0019,
7001750020,SCRIPT CARE PLAN 0020,
7001750021,SCRIPT CARE PLAN 0021,
7001750023,SCRIPT CARE PLAN 0023,
7001750024,SCRIPT CARE PLAN 0024,
7001750025,SCRIPT CARE PLAN 0025,
7001750028,SCRIPT CARE PLAN 0028,
7001750029,SCRIPT CARE PLAN 0029,
7001750030,SCRIPT CARE PLAN 0030,
7001750031,SCRIPT CARE PLAN 0031,
7001750035,SCRIPT CARE PLAN 0035,
7001750037,SCRIPT CARE PLAN 0037,
7001750038,SCRIPT CARE PLAN 0038,
7001750039,SCRIPT CARE PLAN 0039,
7001750040,SCRIPT CARE PLAN 0040,
7001750041,SCRIPT CARE PLAN 0041,
7001750042,SCRIPT CARE PLAN 0042,
7001750044,SCRIPT CARE PLAN 0044,
7001750045,SCRIPT CARE PLAN 0045,
7001750046,SCRIPT CARE PLAN 0046,
7001750047,SCRIPT CARE PLAN 0047,
7001750048,SCRIPT CARE PLAN 0048,
7001750049,SCRIPT CARE PLAN 0049,
7001750050,SCRIPT CARE PLAN 0050,
7001750051,SCRIPT CARE PLAN 0051,
7001750052,SCRIPT CARE PLAN 0052,
7001750053,SCRIPT CARE PLAN 0053,
7001750054,SCRIPT CARE PLAN 0054,
7001750055,SCRIPT CARE PLAN 0055,
7001750056,SCRIPT CARE PLAN 0056,
7001750057,SCRIPT CARE PLAN 0057,
7001750058,SCRIPT CARE PLAN 0058,
7001750001,SCRIPT CARE (PROC-UNSP),
7003820001,SCRIPTCLAIM SYSTEMS (PROC-UNSP),
7003190002,SCRIPTCYCLE LLC PLAN 0002,
7003190001,SCRIPTCYCLE LLC (PROC-UNSP),
7002770001,SCRIPTGUIDE RX (PROC-UNSP),
7002730001,SCRIPTRAX (PROC-UNSP),
15220005,SCRIPTSAVE DISCOUNT CARD,
7001240005,SCRIPT SAVE PLAN 0005,
7001240014,SCRIPT SAVE PLAN 0014,
7001240023,SCRIPT SAVE PLAN 0023,
7001240028,SCRIPT SAVE PLAN 0028,
7001240029,SCRIPT SAVE PLAN 0029,
7001240030,SCRIPT SAVE PLAN 0030,
7001240041,SCRIPT SAVE PLAN 0041,
7001240042,SCRIPT SAVE PLAN 0042,
7001240043,SCRIPT SAVE PLAN 0043,
7001240044,SCRIPT SAVE PLAN 0044,
7001240046,SCRIPT SAVE PLAN 0046,
7001240050,SCRIPT SAVE PLAN 0050,
7001240055,SCRIPT SAVE PLAN 0055,
15220001,SCRIPTSAVE PREMIER MED DISC CARD,
15220003,SCRIPTSAVE WELLRX DISC CARD,
15240001,SCRIPTSOL CHOICE MED DISC CARD,
15249999,SCRIPTSOL MED DISC CARD UNSPEC,
7001960001,SCRIP WORLD (PROC-UNSP),
21060003,SDM HLTHCARE MED ADV GENERAL(PR),
35080001,SEADRILL,
45260001,SEAGATE TECHNOLOGY LLC,
33500001,SEALY CORP,
40760001,SEARLES VALLEY MINERALS,
7440001,SEARS HOLDING CORPORATION,
24290264,SEC HZN MEDCRDIRECT RX 51 (AK),
24290276,SEC HZN MEDCRDIRECT RX 51 (CT),
24290296,SEC HZN MEDCRDIRECT RX 51 (MN),
24290305,SEC HZN MEDCRDIRECT RX 51 (NJ),
24290289,SEC HZN MEDCRDIRECT RX 54 (LA),
24290318,SEC HZN MEDCRDIRECT RX 54 (SC),
20890001,SECURE BLUE/BLUEPLUS MSHO (MN),
490004,SECURECARE MED ADV GENERAL,
490014,SECURECARE MED ADV GENERAL (OH),
490013,SECURECARE MED ADV GENERAL (WV),
490006,SECURECARE OPTION II (OH),
490007,SECURECARE OPTION II (WV),
11570034,SECURITYBLUE MED ADV GENERAL(PA),
8100003,SECURITY CAPITAL RSRCH MGMT INC,
6140283,SECURITYCHOICE ENHD PLUS (AL),
6140285,SECURITYCHOICE ENHD PLUS (AZ),
6140292,SECURITYCHOICE ENHD PLUS (DE),
6140293,SECURITYCHOICE ENHD PLUS (FL),
6140295,SECURITYCHOICE ENHD PLUS (HI),
6140296,SECURITYCHOICE ENHD PLUS (ID),
6140300,SECURITYCHOICE ENHD PLUS (KS),
6140302,SECURITYCHOICE ENHD PLUS (LA),
6140305,SECURITYCHOICE ENHD PLUS (MA),
6140304,SECURITYCHOICE ENHD PLUS (MD),
6140308,SECURITYCHOICE ENHD PLUS (MS),
6140309,SECURITYCHOICE ENHD PLUS (MT),
6140318,SECURITYCHOICE ENHD PLUS (ND),
6140314,SECURITYCHOICE ENHD PLUS (NJ),
6140315,SECURITYCHOICE ENHD PLUS (NM),
6140321,SECURITYCHOICE ENHD PLUS (OR),
6140322,SECURITYCHOICE ENHD PLUS (PA),
6140323,SECURITYCHOICE ENHD PLUS (RI),
6140324,SECURITYCHOICE ENHD PLUS (SC),
6140325,SECURITYCHOICE ENHD PLUS (SD),
6140326,SECURITYCHOICE ENHD PLUS (TN),
6140327,SECURITYCHOICE ENHD PLUS (TX),
6140329,SECURITYCHOICE ENHD PLUS (VT),
6140333,SECURITYCHOICE ENHD PLUS (WV),
6140303,SECURITYCHOICE PLUS (ME),
2790004,SECURITY HEALTH MED ADV GEN (WI),
2790001,SECURITY HEALTH PLAN (WI),
2790020,SECURITY HP HIX GNRL,
31110001,SE DELCO SCHOOL DIST (PA),
18030001,SEDGWICK CLAIMS MANAGEMENT SRVS,
20070001,SEI INVESTMENTS,
6280235,SEIU 32BJ-DISTRICT 36 (PA),
6280043,SEIU CALIFORNIA SERVICE EMP (CA),
6280408,SEIU LOCAL 1199 MEDICARE (NY),
6280420,SEIU LOCAL 1199 NE,
6280035,SEIU LOCAL 1199 (NY),
6280344,SEIU LOCAL 1199 RETIREES (NY),
6280145,SEIU LOCAL 1 (IL),
6280271,SEIU LOCAL 246 (NY),
6280201,SEIU LOCAL 25 (IL),
6280071,SEIU LOCAL 32BJ,
6280046,SEIU LOCAL 371 (NY),
6280259,SEIU LOCAL 3 (OH),
6280098,SEIU LOCAL 4 (IL),
6280289,SEIU LOCAL 74 (NY),
6280251,SEIU NCFO LOCAL 1201 (PA),
6280005,SEIU SERVICE EMPLOYEES UNION,
6280384,SEIU ULTCW DISCOUNT CARD,
8140001,SELECT ADMINISTRATIVE SERVICES,
3140002,SELECTCARE (CA),
20440390,SELECT CARE MED ADV GENERAL (TX),
2890006,SELECTCARE (OR),
15580002,SELECTCARE PPO (MN),
1470001,SELECT CARE (UT),
11690004,SELECT CHOICE PPO (ND),
1470005,SELECT CHOICE (UT),
1470010,SELECT HEALTH ADVANTAGE (ID),
1470011,SELECT HEALTH ADVANTAGE (UT),
1470012,SELECT HEALTH COMMUNITY CARE(UT),
1470035,SELECT HEALTH MED ADV GNRL,
1470002,SELECT MED (UT),
14090001,SELECT RX CARD,
1470006,SELECT VALUE (UT),
24590001,SELF FUNDING ADMINISTRATORS,
18120001,SEMATECH,
28710001,SEMINOLE CNTY PUB SCHOOL (FL),
34160006,SENDERO HEALTH PLAN HIX HMO GNRL,
34160001,SENDERO HEALTH PLAN STAR (TX),
11590004,SENIORBLUE PPO OPTION 3 (PA),
1810004,SENIOR CARE 2 RX (NM),
670009,SENIORCARE MED ADV GENERAL (TX),
7710019,SENIOR CARE (NC),
7710018,SENIORCARE (WI),
24291040,SENIOR DIMENSIONS GREATER NV(NV),
7710021,SENIOR GOLD (NJ),
4230005,SENIOR HEALTH PLATINUM (OK),
4230007,SENIOR HLTH MED ADV GENERAL(OK),
4860004,SENIOR PREF MED ADV GENERAL (WI),
11660004,SENIOR PREF MEDICARE SELECT (AZ),
4860003,SENIOR PRFD ELITE D (WI),
4860002,SENIOR PRFD VALUE D (WI),
14750229,SENIORS CHOICE GNRL,
11660005,SENIOR SECURITY MEDICARE (AZ),
20950006,SENIOR WHOLE HEALTH MED SNP GNRL,
20950009,SENIOR WHOLE HLTH FIDA (NY),
20950012,SENIOR WHOLE MED SNP GNRL (MA),
20950011,SENIOR WHOLE MED SNP GNRL (NY),
14730001,SEPTA/SE TRANS AUTHORITY (PA),
35040001,SERCO INC,
12290001,SERGEANTS BENEVOLENT ASSOC,
13670125,SEROQUEL XR COMM/ASTRAZENECA,
7001170002,SERVE YOU PRESC MGMT PLAN 0002,
7001170004,SERVE YOU PRESC MGMT PLAN 0004,
